doi,article_trial_or_failure,article_trial_or_failure_notes,mof_description,mof_name,modification_notes,rationale,based_on_success_index,varied_classes,metal_1,metal_1_abbr,metal_1_amount_text,metal_1_amount_value,metal_1_amount_unit,metal_2,metal_2_abbr,metal_2_amount_text,metal_2_amount_value,metal_2_amount_unit,metal_3,metal_3_abbr,metal_3_amount_text,metal_3_amount_value,metal_3_amount_unit,linker_1,linker_1_abbr,linker_1_amount_text,linker_1_amount_value,linker_1_amount_unit,linker_2,linker_2_abbr,linker_2_amount_text,linker_2_amount_value,linker_2_amount_unit,linker_3,linker_3_abbr,linker_3_amount_text,linker_3_amount_value,linker_3_amount_unit,modulator_1,modulator_1_abbr,modulator_1_amount_text,modulator_1_amount_value,modulator_1_amount_unit,modulator_2,modulator_2_abbr,modulator_2_amount_text,modulator_2_amount_value,modulator_2_amount_unit,solvent_main,solvent_main_abbr,solvent_main_amount_text,solvent_main_ml,solvent_secondary,solvent_secondary_abbr,solvent_secondary_amount_text,solvent_secondary_ml,metel_concnertation,M_L_ratio,temperature_c,temperature_c_text,time_h,time_text,vessel_type,stirring,washing_solvent,washing_cycles,activation_text,activation_temp_c,activation_time_h,crystal_morphology,yield_percent,crystal_size,topology_code,metal_cluster_connectivity,metal_cluster_connectivity_classified,unit_cell_short,pore_diameter_A,BET_surface_area_m2g,air_stable,water_stable,tga_decomposition_temp_c,applications,reference,status,error,crystal_code,additional_original_article_trial_or_failure,additional_trial_flag_source
10.1021/ic000209d,yes,Other trivalent lanthanide analogues were not successful.,"a praseodymium metal-organic framework with Er(III) 9-coordinate; carboxylate-bridged built by organic linker cis,cis-1,3,5-cyclohexanetricarboxylic acid",[Er(C9H9O6)(H2O)2]·2.5H2O,"Paper states other trivalent lanthanide analogues could not be synthesized. Represented as substituting Er(NO3)3·5H2O with representative Ln(III) nitrate hydrates at the same molar amount under the same hydrothermal conditions (water, 170 °C, 24 h). Class-level substitution per allowance; amounts carried from base.",Target [Er(C9H9O6)(H2O)2]·2.5H2O was made hydrothermally in water. Authors report attempts with other trivalent lanthanides were unsuccessful; post-synthesis dehydration gave amorphous/altered phases (excluded). Negative plan represents Ln(III) substitutions under the same hydrothermal recipe using representative nitrate salts.,1,metal_1,Pr(NO3)3·6H2O,,0.8 mmol,0.8,mmol,,,,,,,,,,,"cis,cis-1,3,5-cyclohexanetricarboxylic acid",H3CTC,"0.216 g, 1.0 mmol",1,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,15 mL,15,,,,,53,0.8,170,170 °C,24,24 h,Teflon-lined Parr bomb,static,"water, ethanol, acetone",thoroughly,air-dried,,,"large, pink crystals",80,0.12 × 0.10 × 0.04 mm,,Er(III) 9-coordinate; carboxylate-bridged,3D multinodal connectivity,"a=13.4186(2) Å, b=12.2468(2) Å, c=15.9193(3) Å, ?=92.1430(10)°, C 2/c",4.7,,not_reported,not_reported,480,,10.1021/ic000209d,ok,,,,
10.1021/ic000209d,yes,Other trivalent lanthanide analogues were not successful.,"a neodymium metal-organic framework with Er(III) 9-coordinate; carboxylate-bridged built by organic linker cis,cis-1,3,5-cyclohexanetricarboxylic acid",[Er(C9H9O6)(H2O)2]·2.5H2O,"Paper states other trivalent lanthanide analogues could not be synthesized. Represented as substituting Er(NO3)3·5H2O with representative Ln(III) nitrate hydrates at the same molar amount under the same hydrothermal conditions (water, 170 °C, 24 h). Class-level substitution per allowance; amounts carried from base.",Target [Er(C9H9O6)(H2O)2]·2.5H2O was made hydrothermally in water. Authors report attempts with other trivalent lanthanides were unsuccessful; post-synthesis dehydration gave amorphous/altered phases (excluded). Negative plan represents Ln(III) substitutions under the same hydrothermal recipe using representative nitrate salts.,1,metal_1,Nd(NO3)3·6H2O,,0.8 mmol,0.8,mmol,,,,,,,,,,,"cis,cis-1,3,5-cyclohexanetricarboxylic acid",H3CTC,"0.216 g, 1.0 mmol",1,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,15 mL,15,,,,,53,0.8,170,170 °C,24,24 h,Teflon-lined Parr bomb,static,"water, ethanol, acetone",thoroughly,air-dried,,,"large, pink crystals",80,0.12 × 0.10 × 0.04 mm,,Er(III) 9-coordinate; carboxylate-bridged,3D multinodal connectivity,"a=13.4186(2) Å, b=12.2468(2) Å, c=15.9193(3) Å, ?=92.1430(10)°, C 2/c",4.7,,not_reported,not_reported,480,,10.1021/ic000209d,ok,,,,
10.1021/ic000209d,yes,Other trivalent lanthanide analogues were not successful.,"a samarium metal-organic framework with Er(III) 9-coordinate; carboxylate-bridged built by organic linker cis,cis-1,3,5-cyclohexanetricarboxylic acid",[Er(C9H9O6)(H2O)2]·2.5H2O,"Paper states other trivalent lanthanide analogues could not be synthesized. Represented as substituting Er(NO3)3·5H2O with representative Ln(III) nitrate hydrates at the same molar amount under the same hydrothermal conditions (water, 170 °C, 24 h). Class-level substitution per allowance; amounts carried from base.",Target [Er(C9H9O6)(H2O)2]·2.5H2O was made hydrothermally in water. Authors report attempts with other trivalent lanthanides were unsuccessful; post-synthesis dehydration gave amorphous/altered phases (excluded). Negative plan represents Ln(III) substitutions under the same hydrothermal recipe using representative nitrate salts.,1,metal_1,Sm(NO3)3·6H2O,,0.8 mmol,0.8,mmol,,,,,,,,,,,"cis,cis-1,3,5-cyclohexanetricarboxylic acid",H3CTC,"0.216 g, 1.0 mmol",1,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,15 mL,15,,,,,53,0.8,170,170 °C,24,24 h,Teflon-lined Parr bomb,static,"water, ethanol, acetone",thoroughly,air-dried,,,"large, pink crystals",80,0.12 × 0.10 × 0.04 mm,,Er(III) 9-coordinate; carboxylate-bridged,3D multinodal connectivity,"a=13.4186(2) Å, b=12.2468(2) Å, c=15.9193(3) Å, ?=92.1430(10)°, C 2/c",4.7,,not_reported,not_reported,480,,10.1021/ic000209d,ok,,,,
10.1021/ic000209d,yes,Other trivalent lanthanide analogues were not successful.,"a europium metal-organic framework with Er(III) 9-coordinate; carboxylate-bridged built by organic linker cis,cis-1,3,5-cyclohexanetricarboxylic acid",[Er(C9H9O6)(H2O)2]·2.5H2O,"Paper states other trivalent lanthanide analogues could not be synthesized. Represented as substituting Er(NO3)3·5H2O with representative Ln(III) nitrate hydrates at the same molar amount under the same hydrothermal conditions (water, 170 °C, 24 h). Class-level substitution per allowance; amounts carried from base.",Target [Er(C9H9O6)(H2O)2]·2.5H2O was made hydrothermally in water. Authors report attempts with other trivalent lanthanides were unsuccessful; post-synthesis dehydration gave amorphous/altered phases (excluded). Negative plan represents Ln(III) substitutions under the same hydrothermal recipe using representative nitrate salts.,1,metal_1,Eu(NO3)3·6H2O,,0.8 mmol,0.8,mmol,,,,,,,,,,,"cis,cis-1,3,5-cyclohexanetricarboxylic acid",H3CTC,"0.216 g, 1.0 mmol",1,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,15 mL,15,,,,,53,0.8,170,170 °C,24,24 h,Teflon-lined Parr bomb,static,"water, ethanol, acetone",thoroughly,air-dried,,,"large, pink crystals",80,0.12 × 0.10 × 0.04 mm,,Er(III) 9-coordinate; carboxylate-bridged,3D multinodal connectivity,"a=13.4186(2) Å, b=12.2468(2) Å, c=15.9193(3) Å, ?=92.1430(10)°, C 2/c",4.7,,not_reported,not_reported,480,,10.1021/ic000209d,ok,,,,
10.1021/ic000209d,yes,Other trivalent lanthanide analogues were not successful.,"a gadolinium metal-organic framework with Er(III) 9-coordinate; carboxylate-bridged built by organic linker cis,cis-1,3,5-cyclohexanetricarboxylic acid",[Er(C9H9O6)(H2O)2]·2.5H2O,"Paper states other trivalent lanthanide analogues could not be synthesized. Represented as substituting Er(NO3)3·5H2O with representative Ln(III) nitrate hydrates at the same molar amount under the same hydrothermal conditions (water, 170 °C, 24 h). Class-level substitution per allowance; amounts carried from base.",Target [Er(C9H9O6)(H2O)2]·2.5H2O was made hydrothermally in water. Authors report attempts with other trivalent lanthanides were unsuccessful; post-synthesis dehydration gave amorphous/altered phases (excluded). Negative plan represents Ln(III) substitutions under the same hydrothermal recipe using representative nitrate salts.,1,metal_1,Gd(NO3)3·6H2O,,0.8 mmol,0.8,mmol,,,,,,,,,,,"cis,cis-1,3,5-cyclohexanetricarboxylic acid",H3CTC,"0.216 g, 1.0 mmol",1,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,15 mL,15,,,,,53,0.8,170,170 °C,24,24 h,Teflon-lined Parr bomb,static,"water, ethanol, acetone",thoroughly,air-dried,,,"large, pink crystals",80,0.12 × 0.10 × 0.04 mm,,Er(III) 9-coordinate; carboxylate-bridged,3D multinodal connectivity,"a=13.4186(2) Å, b=12.2468(2) Å, c=15.9193(3) Å, ?=92.1430(10)°, C 2/c",4.7,,not_reported,not_reported,480,,10.1021/ic000209d,ok,,,,
10.1021/ic000209d,yes,Other trivalent lanthanide analogues were not successful.,"a terbium metal-organic framework with Er(III) 9-coordinate; carboxylate-bridged built by organic linker cis,cis-1,3,5-cyclohexanetricarboxylic acid",[Er(C9H9O6)(H2O)2]·2.5H2O,"Paper states other trivalent lanthanide analogues could not be synthesized. Represented as substituting Er(NO3)3·5H2O with representative Ln(III) nitrate hydrates at the same molar amount under the same hydrothermal conditions (water, 170 °C, 24 h). Class-level substitution per allowance; amounts carried from base.",Target [Er(C9H9O6)(H2O)2]·2.5H2O was made hydrothermally in water. Authors report attempts with other trivalent lanthanides were unsuccessful; post-synthesis dehydration gave amorphous/altered phases (excluded). Negative plan represents Ln(III) substitutions under the same hydrothermal recipe using representative nitrate salts.,1,metal_1,Tb(NO3)3·6H2O,,0.8 mmol,0.8,mmol,,,,,,,,,,,"cis,cis-1,3,5-cyclohexanetricarboxylic acid",H3CTC,"0.216 g, 1.0 mmol",1,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,15 mL,15,,,,,53,0.8,170,170 °C,24,24 h,Teflon-lined Parr bomb,static,"water, ethanol, acetone",thoroughly,air-dried,,,"large, pink crystals",80,0.12 × 0.10 × 0.04 mm,,Er(III) 9-coordinate; carboxylate-bridged,3D multinodal connectivity,"a=13.4186(2) Å, b=12.2468(2) Å, c=15.9193(3) Å, ?=92.1430(10)°, C 2/c",4.7,,not_reported,not_reported,480,,10.1021/ic000209d,ok,,,,
10.1021/ic000209d,yes,Other trivalent lanthanide analogues were not successful.,"a dysprosium metal-organic framework with Er(III) 9-coordinate; carboxylate-bridged built by organic linker cis,cis-1,3,5-cyclohexanetricarboxylic acid",[Er(C9H9O6)(H2O)2]·2.5H2O,"Paper states other trivalent lanthanide analogues could not be synthesized. Represented as substituting Er(NO3)3·5H2O with representative Ln(III) nitrate hydrates at the same molar amount under the same hydrothermal conditions (water, 170 °C, 24 h). Class-level substitution per allowance; amounts carried from base.",Target [Er(C9H9O6)(H2O)2]·2.5H2O was made hydrothermally in water. Authors report attempts with other trivalent lanthanides were unsuccessful; post-synthesis dehydration gave amorphous/altered phases (excluded). Negative plan represents Ln(III) substitutions under the same hydrothermal recipe using representative nitrate salts.,1,metal_1,Dy(NO3)3·6H2O,,0.8 mmol,0.8,mmol,,,,,,,,,,,"cis,cis-1,3,5-cyclohexanetricarboxylic acid",H3CTC,"0.216 g, 1.0 mmol",1,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,15 mL,15,,,,,53,0.8,170,170 °C,24,24 h,Teflon-lined Parr bomb,static,"water, ethanol, acetone",thoroughly,air-dried,,,"large, pink crystals",80,0.12 × 0.10 × 0.04 mm,,Er(III) 9-coordinate; carboxylate-bridged,3D multinodal connectivity,"a=13.4186(2) Å, b=12.2468(2) Å, c=15.9193(3) Å, ?=92.1430(10)°, C 2/c",4.7,,not_reported,not_reported,480,,10.1021/ic000209d,ok,,,,
10.1021/ic000209d,yes,Other trivalent lanthanide analogues were not successful.,"an ytterbium metal-organic framework with Er(III) 9-coordinate; carboxylate-bridged built by organic linker cis,cis-1,3,5-cyclohexanetricarboxylic acid",[Er(C9H9O6)(H2O)2]·2.5H2O,"Paper states other trivalent lanthanide analogues could not be synthesized. Represented as substituting Er(NO3)3·5H2O with representative Ln(III) nitrate hydrates at the same molar amount under the same hydrothermal conditions (water, 170 °C, 24 h). Class-level substitution per allowance; amounts carried from base.",Target [Er(C9H9O6)(H2O)2]·2.5H2O was made hydrothermally in water. Authors report attempts with other trivalent lanthanides were unsuccessful; post-synthesis dehydration gave amorphous/altered phases (excluded). Negative plan represents Ln(III) substitutions under the same hydrothermal recipe using representative nitrate salts.,1,metal_1,Yb(NO3)3·6H2O,,0.8 mmol,0.8,mmol,,,,,,,,,,,"cis,cis-1,3,5-cyclohexanetricarboxylic acid",H3CTC,"0.216 g, 1.0 mmol",1,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,15 mL,15,,,,,53,0.8,170,170 °C,24,24 h,Teflon-lined Parr bomb,static,"water, ethanol, acetone",thoroughly,air-dried,,,"large, pink crystals",80,0.12 × 0.10 × 0.04 mm,,Er(III) 9-coordinate; carboxylate-bridged,3D multinodal connectivity,"a=13.4186(2) Å, b=12.2468(2) Å, c=15.9193(3) Å, ?=92.1430(10)°, C 2/c",4.7,,not_reported,not_reported,480,,10.1021/ic000209d,ok,,,,
10.1002/ejic.201301010,yes,CeIII and PrIII attempts yielded formate/unknown phases; pure phase analogues unsuccessful.,"a cerium metal-organic framework with rodlike metal–carboxylate double chain SBU; 8-coordinate MO8 built by organic linker 2,2'-bipyridine-5,5'-dicarboxylate",[Y2(bpdc)3(H2O)4],"Substitute the metal salt in the Y(bpdc) solvothermal recipe (DMF/H2O 1:1, 120 °C, 72 h) with early-lanthanide nitrates. The paper states that CeIII and PrIII gave a formate phase or mixtures with formate, and pure-phase Ce/Pr analogues could not be obtained. Same outcome for both metals, bundled per single-axis rule. Metal amounts carried over from base.","Early-lanthanide analogues (CeIII, PrIII) did not give the bpdc framework under solvothermal DMF/H2O; instead formate phases/mixtures formed and pure-phase analogues were not obtained. Represented as metal-identity substitutions against the Y(bpdc) base recipe.",1,metal_1,Ce(NO3)3,Ce(NO3)3·xH2O,0.12 mmol,0.12,mmol,,,,,,,,,,,"2,2'-bipyridine-5,5'-dicarboxylate",bpdc,44 mg (0.18 mmol),0.18,mmol,,,,,,,,,,,,,,,,,,,,,dimethylformamide,DMF,"6 mL (from DMF/H2O 1:1, total 12 mL)",6,water,H2O,"6 mL (from DMF/H2O 1:1, total 12 mL)",6,20,0.67,120,120 °C,72,72 h,Teflon-lined autoclave,"stirred 30 min at RT, then heated (static)",H2O,,,,,pale green crystals,60.4,,,rodlike metal–carboxylate double chain SBU; 8-coordinate MO8,Mo8 POM cluster SBU,,,,not_reported,not_reported,580,luminescence,10.1002/ejic.201301010,ok,,,,
10.1002/ejic.201301010,yes,CeIII and PrIII attempts yielded formate/unknown phases; pure phase analogues unsuccessful.,"a praseodymium metal-organic framework with rodlike metal–carboxylate double chain SBU; 8-coordinate MO8 built by organic linker 2,2'-bipyridine-5,5'-dicarboxylate",[Y2(bpdc)3(H2O)4],"Substitute the metal salt in the Y(bpdc) solvothermal recipe (DMF/H2O 1:1, 120 °C, 72 h) with early-lanthanide nitrates. The paper states that CeIII and PrIII gave a formate phase or mixtures with formate, and pure-phase Ce/Pr analogues could not be obtained. Same outcome for both metals, bundled per single-axis rule. Metal amounts carried over from base.","Early-lanthanide analogues (CeIII, PrIII) did not give the bpdc framework under solvothermal DMF/H2O; instead formate phases/mixtures formed and pure-phase analogues were not obtained. Represented as metal-identity substitutions against the Y(bpdc) base recipe.",1,metal_1,Pr(NO3)3,Pr(NO3)3·xH2O,0.12 mmol,0.12,mmol,,,,,,,,,,,"2,2'-bipyridine-5,5'-dicarboxylate",bpdc,44 mg (0.18 mmol),0.18,mmol,,,,,,,,,,,,,,,,,,,,,dimethylformamide,DMF,"6 mL (from DMF/H2O 1:1, total 12 mL)",6,water,H2O,"6 mL (from DMF/H2O 1:1, total 12 mL)",6,20,0.67,120,120 °C,72,72 h,Teflon-lined autoclave,"stirred 30 min at RT, then heated (static)",H2O,,,,,pale green crystals,60.4,,,rodlike metal–carboxylate double chain SBU; 8-coordinate MO8,Mo8 POM cluster SBU,,,,not_reported,not_reported,580,luminescence,10.1002/ejic.201301010,ok,,,,
10.1002/anie.202000299,yes,"Additives without histidine (e.g., PEG, PVA, PVP, antibiotics, SiO2, Fe3O4) or histidine-free rGST failed to give ZPF-1; DIA-1 formed instead.",a zinc metal-organic framework with sod topology built by organic linker pyrimidin-2-ol,ZPF-1,Substitute histidine with L-aspartic acid or L-cysteine in the ZPF-1(His) aqueous RT procedure (Success 2). SI Fig. S9 states “aspartic acid and cysteine do not precipitate to form solid product.” Amounts for substitutes taken equal to base histidine (4.44 mg) per one-for-one substitution practice.,Negative conditions targeting ZPF-1: non-histidine amino acids failed (no precipitate or no reaction). Controls lacking histidine (histidine-free proteins/macromolecules) produced DIA-1 (identified alternate; excluded). Low BSA loading gave mixed DIA-1/ZPF-1 (ambiguous).,2,modulator_1,Zn(NO3)2·6H2O,,"0.2 M, 2.4 mL (in H2O)",0.48,mmol,,,,,,,,,,,pyrimidin-2-ol,,"0.3 M, 4.8 mL (in H2O)",1.44,mmol,,,,,,,,,,,aspartic acid,,4.44 mg,4.44,mg,,,,,,water,H2O,total 7.2 mL across solutions,7.2,,,,,67,0.33,25,room temperature,0.5,30 min,,,H2O,twice,,,,,,,sod,,,"a=23.2031(5), b=23.2031(5), c=12.4786(3) Å, ?=90°, ?=90°, ?=120°, R3m",6,,not_reported,not_reported,,protein_encapsulation;biocatalysis,10.1002/anie.202000299,ok,,,,
10.1002/anie.202000299,yes,"Additives without histidine (e.g., PEG, PVA, PVP, antibiotics, SiO2, Fe3O4) or histidine-free rGST failed to give ZPF-1; DIA-1 formed instead.",a zinc metal-organic framework with sod topology built by organic linker pyrimidin-2-ol,ZPF-1,Substitute histidine with L-aspartic acid or L-cysteine in the ZPF-1(His) aqueous RT procedure (Success 2). SI Fig. S9 states “aspartic acid and cysteine do not precipitate to form solid product.” Amounts for substitutes taken equal to base histidine (4.44 mg) per one-for-one substitution practice.,Negative conditions targeting ZPF-1: non-histidine amino acids failed (no precipitate or no reaction). Controls lacking histidine (histidine-free proteins/macromolecules) produced DIA-1 (identified alternate; excluded). Low BSA loading gave mixed DIA-1/ZPF-1 (ambiguous).,2,modulator_1,Zn(NO3)2·6H2O,,"0.2 M, 2.4 mL (in H2O)",0.48,mmol,,,,,,,,,,,pyrimidin-2-ol,,"0.3 M, 4.8 mL (in H2O)",1.44,mmol,,,,,,,,,,,cysteine,,4.44 mg,4.44,mg,,,,,,water,H2O,total 7.2 mL across solutions,7.2,,,,,67,0.33,25,room temperature,0.5,30 min,,,H2O,twice,,,,,,,sod,,,"a=23.2031(5), b=23.2031(5), c=12.4786(3) Å, ?=90°, ?=90°, ?=120°, R3m",6,,not_reported,not_reported,,protein_encapsulation;biocatalysis,10.1002/anie.202000299,ok,,,,
10.1002/anie.202000299,yes,"Additives without histidine (e.g., PEG, PVA, PVP, antibiotics, SiO2, Fe3O4) or histidine-free rGST failed to give ZPF-1; DIA-1 formed instead.",a zinc metal-organic framework with sod topology built by organic linker pyrimidin-2-ol,ZPF-1,Substitute histidine with L-tyrosine under the same ZPF-1(His) aqueous RT conditions (Success 2). SI Fig. S9: “tyrosine didn’t react due to its insolubility in water.” Amount for tyrosine set equal to base histidine (4.44 mg).,Negative conditions targeting ZPF-1: non-histidine amino acids failed (no precipitate or no reaction). Controls lacking histidine (histidine-free proteins/macromolecules) produced DIA-1 (identified alternate; excluded). Low BSA loading gave mixed DIA-1/ZPF-1 (ambiguous).,2,modulator_1,Zn(NO3)2·6H2O,,"0.2 M, 2.4 mL (in H2O)",0.48,mmol,,,,,,,,,,,pyrimidin-2-ol,,"0.3 M, 4.8 mL (in H2O)",1.44,mmol,,,,,,,,,,,tyrosine,,4.44 mg,4.44,mg,,,,,,water,H2O,total 7.2 mL across solutions,7.2,,,,,67,0.33,25,room temperature,0.5,30 min,,,H2O,twice,,,,,,,sod,,,"a=23.2031(5), b=23.2031(5), c=12.4786(3) Å, ?=90°, ?=90°, ?=120°, R3m",6,,not_reported,not_reported,,protein_encapsulation;biocatalysis,10.1002/anie.202000299,ok,,,,
10.1002/cctc.201402546,yes,Zr-NDC-NH2(100) gave amorphous solid; 50% sample also amorphous.,"a zirconium metal-organic framework with Zr6O4(OH)4 12-connected SBU built by organic linkers 2,6-naphthalenedicarboxylic acid and 4-aminonaphthalene-2,6-dicarboxylic acid",Zr-NDC-NH2(35),Adjust the mixed-linker composition to 50% NDC-NH2 (NDC 0.85 mmol + NDC-NH2 0.85 mmol) while keeping other reagents and 120 °C/24 h conditions unchanged. SI Table S1 (X-Ray) reports Zr-NDC-NH2(50) as amorphous.,"Mixed-linker Zr-NDC series: pure NDC-NH2 (100%) and the 50% NDC-NH2 sample gave amorphous solids under the same solvothermal DMF/AcOH/H2O, 120 °C, 24 h conditions. These are captured as failures relative to the successful Zr-NDC and mixed-linker bases (20% and 35%).",3,linker_1;linker_2,ZrCl4,ZrCl4,"0.4 g, 1.7 mmol",1.7,mmol,,,,,,,,,,,"2,6-naphthalenedicarboxylic acid",NDC,0.85 mmol,0.85,mmol,"4-aminonaphthalene-2,6-dicarboxylic acid",NDC-NH2,0.85 mmol,0.85,mmol,,,,,,acetic acid,AcOH,"2.85 mL, 850 mmol",,,water,H2O,"0.125 mL, 0.007 mmol",,,dimethylformamide,DMF,75 mL + 25 mL,100,,,,,17,2,120,120 °C,24,24 h,,static,"DMF, THF",DMF 10 mL; THF several times,100 °C under reduced pressure for 3 h,100,3,octahedra,80,~0.4 ?m,,Zr6O4(OH)4 12-connected SBU,dodecanuclear cluster SBU,,,,not_reported,not_reported,,Knoevenagel;cascade_reactions,10.1002/cctc.201402546,ok,,,,
10.1002/cctc.201402546,yes,Zr-NDC-NH2(100) gave amorphous solid; 50% sample also amorphous.,"a zirconium metal-organic framework with Zr6O4(OH)4 12-connected SBU built by organic linker 4-aminonaphthalene-2,6-dicarboxylic acid",Zr-NDC-NH2(35),"Switch the mixed-linker Zr-NDC-NH2(35) recipe to 100% NDC-NH2 under the same DMF/AcOH/H2O, 120 °C, 24 h conditions. Main text and SI Table S1 report the 100% NDC-NH2 sample as amorphous. Implemented by replacing NDC with NDC-NH2 (1.7 mmol) and removing the NDC co-linker.","Mixed-linker Zr-NDC series: pure NDC-NH2 (100%) and the 50% NDC-NH2 sample gave amorphous solids under the same solvothermal DMF/AcOH/H2O, 120 °C, 24 h conditions. These are captured as failures relative to the successful Zr-NDC and mixed-linker bases (20% and 35%).",3,linker_1;linker_2,ZrCl4,ZrCl4,"0.4 g, 1.7 mmol",1.7,mmol,,,,,,,,,,,"4-aminonaphthalene-2,6-dicarboxylic acid",NDC-NH2,1.7 mmol,1.7,mmol,,,,,,,,,,,acetic acid,AcOH,"2.85 mL, 850 mmol",,,water,H2O,"0.125 mL, 0.007 mmol",,,dimethylformamide,DMF,75 mL + 25 mL,100,,,,,17,1,120,120 °C,24,24 h,,static,"DMF, THF",DMF 10 mL; THF several times,100 °C under reduced pressure for 3 h,100,3,octahedra,80,~0.4 ?m,,Zr6O4(OH)4 12-connected SBU,dodecanuclear cluster SBU,,,,not_reported,not_reported,,Knoevenagel;cascade_reactions,10.1002/cctc.201402546,ok,,,,
10.1039/c3dt53167h,yes,Pure ethanol or pure water gave no crystalline product; L/M ratios and temperatures were scanned; best at L/M 0.8 and 140 °C.,"an aluminum metal-organic framework with AlO6 octahedra; 1D aluminum phosphate chains built by organic linker (2,4,6-trimethylbenzene-1,3,5-triyl)tris(methylene)triphosphonic acid",,Built from SI statement: 'Neither pure ethanol nor water produces crystalline product.' Represented as single-solvent trials using only EtOH or only H2O (no co-solvent). Volumes for these trials were not stated and are left null; other parameters follow the base recipe. Single-axis bundling for solvent identity applied.,"Negative conditions for Al(H3L)(H2O) (CCDC 969636): SI reports that using a single solvent (pure ethanol or pure water) produced no crystalline product. Scans of L/M ratio and temperature were optimization, not explicit failures.",1,solvent_main;solvent_secondary,Al2(SO4)3·18H2O,,"0.125 mmol, 0.0833 g",0.125,mmol,,,,,,,,,,,"(2,4,6-trimethylbenzene-1,3,5-triyl)tris(methylene)triphosphonic acid",H6L,"0.2 mmol, 0.0841 g",0.2,mmol,,,,,,,,,,,,,,,,,,,,,ethanol,EtOH,,,,,,,,0.62,140,140 °C,72,3 days,Teflon-lined autoclave,stirred (before sealing),deionized water,,"solvent-exchanged in acetone for three weeks, then 100 °C under vacuum (~10^-6 mbar) for 6 h",100,6,colorless cubic crystals,88,,,AlO6 octahedra; 1D aluminum phosphate chains,1D rod SBU (coordination chain),"a=35.285(3), b=35.285(3), c=12.398(3) Å, ?=90°, ?=90°, ?=120°, R-3",12.4,687.2,not_reported,yes,,CO2_capture;hydrogen storage,10.1039/c3dt53167h,ok,,,,
10.1039/c3dt53167h,yes,Pure ethanol or pure water gave no crystalline product; L/M ratios and temperatures were scanned; best at L/M 0.8 and 140 °C.,"an aluminum metal-organic framework with AlO6 octahedra; 1D aluminum phosphate chains built by organic linker (2,4,6-trimethylbenzene-1,3,5-triyl)tris(methylene)triphosphonic acid",,Built from SI statement: 'Neither pure ethanol nor water produces crystalline product.' Represented as single-solvent trials using only EtOH or only H2O (no co-solvent). Volumes for these trials were not stated and are left null; other parameters follow the base recipe. Single-axis bundling for solvent identity applied.,"Negative conditions for Al(H3L)(H2O) (CCDC 969636): SI reports that using a single solvent (pure ethanol or pure water) produced no crystalline product. Scans of L/M ratio and temperature were optimization, not explicit failures.",1,solvent_main;solvent_secondary,Al2(SO4)3·18H2O,,"0.125 mmol, 0.0833 g",0.125,mmol,,,,,,,,,,,"(2,4,6-trimethylbenzene-1,3,5-triyl)tris(methylene)triphosphonic acid",H6L,"0.2 mmol, 0.0841 g",0.2,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,,,,,,,,0.62,140,140 °C,72,3 days,Teflon-lined autoclave,stirred (before sealing),deionized water,,"solvent-exchanged in acetone for three weeks, then 100 °C under vacuum (~10^-6 mbar) for 6 h",100,6,colorless cubic crystals,88,,,AlO6 octahedra; 1D aluminum phosphate chains,1D rod SBU (coordination chain),"a=35.285(3), b=35.285(3), c=12.398(3) Å, ?=90°, ?=90°, ?=120°, R-3",12.4,687.2,not_reported,yes,,CO2_capture;hydrogen storage,10.1039/c3dt53167h,ok,,,,
10.1021/cg401825f,yes,"No suitable product at 100, 140, 160 °C; above pH 6.0 gave amorphous products.","a samarium metal-organic framework with dinuclear Ln SBU; (8,8)-connected net built by organic linker 1,4-naphthalenedicarboxylic acid",,High-pH (>6.0) amorphous outcome; represented by NaOH addition; other parameters as Sm base.,"Hydrothermal Ln–NDC–BBI MOFs formed only near 120 °C and starting pH 5.0–6.0. Reported failures: temperatures 100, 140, 160 °C, and pH above 6.0 (amorphous). Plans built for La, Pr, Sm, Eu, Gd, Tb, Dy, Er; pH shifts represented via NaOH/HCl additives.",3,modulator_2,Sm(NO3)3,,0.5 mmol,0.5,mmol,,,,,,,,,,,"1,4-naphthalenedicarboxylic acid",H2NDC,0.5 mmol,0.5,mmol,,,,,,,,,,,"bis(2,2?-biimidazole)",BBI,0.5 mmol,0.5,mmol,sodium hydroxide,NaOH,,,,water,H2O,10 mL,10,,,,,50,1,120,120 °C,72,3 days,Teflon-lined autoclave,static,,,,,,block single crystals,37,,,"dinuclear Ln SBU; (8,8)-connected net",polynuclear cluster SBU,,,,yes,not_reported,309,,10.1021/cg401825f,ok,,,,
