DOI,Publisher,DOI Link,Downloaded
10.1016/j.inoche.2013.03.016,publisher_E,https://doi.org/10.1016/j.inoche.2013.03.016,1
10.1016/j.inoche.2013.03.021,publisher_E,https://doi.org/10.1016/j.inoche.2013.03.021,1
10.1016/j.inoche.2013.04.013,publisher_E,https://doi.org/10.1016/j.inoche.2013.04.013,1
10.1016/j.inoche.2013.04.019,publisher_E,https://doi.org/10.1016/j.inoche.2013.04.019,1
10.1016/j.inoche.2013.04.020,publisher_E,https://doi.org/10.1016/j.inoche.2013.04.020,1
10.1016/j.inoche.2013.04.033,publisher_E,https://doi.org/10.1016/j.inoche.2013.04.033,1
10.1016/j.inoche.2013.05.006,publisher_E,https://doi.org/10.1016/j.inoche.2013.05.006,1
10.1016/j.inoche.2013.05.014,publisher_E,https://doi.org/10.1016/j.inoche.2013.05.014,1
10.1016/j.inoche.2013.06.022,publisher_E,https://doi.org/10.1016/j.inoche.2013.06.022,1
10.1016/j.inoche.2013.06.023,publisher_E,https://doi.org/10.1016/j.inoche.2013.06.023,1
10.1016/j.inoche.2013.06.026,publisher_E,https://doi.org/10.1016/j.inoche.2013.06.026,1
10.1016/j.inoche.2013.06.034,publisher_E,https://doi.org/10.1016/j.inoche.2013.06.034,1
10.1016/j.inoche.2013.06.042,publisher_E,https://doi.org/10.1016/j.inoche.2013.06.042,1
10.1016/j.inoche.2013.07.001,publisher_E,https://doi.org/10.1016/j.inoche.2013.07.001,1
10.1016/j.inoche.2013.07.008,publisher_E,https://doi.org/10.1016/j.inoche.2013.07.008,1
10.1016/j.inoche.2013.08.005,publisher_E,https://doi.org/10.1016/j.inoche.2013.08.005,1
10.1016/j.inoche.2013.08.012,publisher_E,https://doi.org/10.1016/j.inoche.2013.08.012,1
10.1016/j.inoche.2013.08.013,publisher_E,https://doi.org/10.1016/j.inoche.2013.08.013,1
10.1016/j.inoche.2013.08.018,publisher_E,https://doi.org/10.1016/j.inoche.2013.08.018,1
10.1016/j.inoche.2013.08.031,publisher_E,https://doi.org/10.1016/j.inoche.2013.08.031,1
10.1016/j.inoche.2013.08.037,publisher_E,https://doi.org/10.1016/j.inoche.2013.08.037,1
10.1016/j.inoche.2013.09.005,publisher_E,https://doi.org/10.1016/j.inoche.2013.09.005,1
10.1016/j.inoche.2013.09.021,publisher_E,https://doi.org/10.1016/j.inoche.2013.09.021,1
10.1016/j.inoche.2013.09.030,publisher_E,https://doi.org/10.1016/j.inoche.2013.09.030,1
10.1016/j.inoche.2013.09.033,publisher_E,https://doi.org/10.1016/j.inoche.2013.09.033,1
10.1016/j.inoche.2013.09.048,publisher_E,https://doi.org/10.1016/j.inoche.2013.09.048,1
10.1016/j.inoche.2013.09.058,publisher_E,https://doi.org/10.1016/j.inoche.2013.09.058,1
10.1016/j.inoche.2013.10.018,publisher_E,https://doi.org/10.1016/j.inoche.2013.10.018,1
10.1016/j.inoche.2013.10.021,publisher_E,https://doi.org/10.1016/j.inoche.2013.10.021,1
10.1016/j.inoche.2013.11.005,publisher_E,https://doi.org/10.1016/j.inoche.2013.11.005,1
10.1016/j.inoche.2013.11.008,publisher_E,https://doi.org/10.1016/j.inoche.2013.11.008,1
10.1016/j.inoche.2013.11.011,publisher_E,https://doi.org/10.1016/j.inoche.2013.11.011,1
10.1016/j.inoche.2013.11.016,publisher_E,https://doi.org/10.1016/j.inoche.2013.11.016,1
10.1016/j.inoche.2013.11.032,publisher_E,https://doi.org/10.1016/j.inoche.2013.11.032,1
10.1016/j.inoche.2013.11.039,publisher_E,https://doi.org/10.1016/j.inoche.2013.11.039,1
10.1016/j.inoche.2013.11.045,publisher_E,https://doi.org/10.1016/j.inoche.2013.11.045,1
10.1016/j.inoche.2014.01.004,publisher_E,https://doi.org/10.1016/j.inoche.2014.01.004,1
10.1016/j.inoche.2014.01.012,publisher_E,https://doi.org/10.1016/j.inoche.2014.01.012,1
10.1016/j.inoche.2014.02.015,publisher_E,https://doi.org/10.1016/j.inoche.2014.02.015,1
10.1016/j.inoche.2014.02.025,publisher_E,https://doi.org/10.1016/j.inoche.2014.02.025,1
10.1016/j.inoche.2014.02.046,publisher_E,https://doi.org/10.1016/j.inoche.2014.02.046,1
10.1016/j.inoche.2014.02.051,publisher_E,https://doi.org/10.1016/j.inoche.2014.02.051,1
10.1016/j.inoche.2014.03.018,publisher_E,https://doi.org/10.1016/j.inoche.2014.03.018,1
10.1016/j.inoche.2014.03.026,publisher_E,https://doi.org/10.1016/j.inoche.2014.03.026,1
10.1016/j.inoche.2014.04.025,publisher_E,https://doi.org/10.1016/j.inoche.2014.04.025,1
10.1016/j.inoche.2014.04.029,publisher_E,https://doi.org/10.1016/j.inoche.2014.04.029,1
10.1016/j.inoche.2014.04.037,publisher_E,https://doi.org/10.1016/j.inoche.2014.04.037,1
10.1016/j.inoche.2014.05.016,publisher_E,https://doi.org/10.1016/j.inoche.2014.05.016,1
10.1016/j.inoche.2014.06.015,publisher_E,https://doi.org/10.1016/j.inoche.2014.06.015,1
10.1016/j.inoche.2014.06.016,publisher_E,https://doi.org/10.1016/j.inoche.2014.06.016,1
10.1016/j.inoche.2014.06.023,publisher_E,https://doi.org/10.1016/j.inoche.2014.06.023,1
10.1016/j.inoche.2014.07.014,publisher_E,https://doi.org/10.1016/j.inoche.2014.07.014,1
10.1016/j.inoche.2014.07.025,publisher_E,https://doi.org/10.1016/j.inoche.2014.07.025,1
10.1016/j.inoche.2014.08.005,publisher_E,https://doi.org/10.1016/j.inoche.2014.08.005,1
10.1016/j.inoche.2014.08.012,publisher_E,https://doi.org/10.1016/j.inoche.2014.08.012,1
10.1016/j.inoche.2014.08.015,publisher_E,https://doi.org/10.1016/j.inoche.2014.08.015,1
10.1016/j.inoche.2014.08.017,publisher_E,https://doi.org/10.1016/j.inoche.2014.08.017,1
10.1016/j.inoche.2014.08.027,publisher_E,https://doi.org/10.1016/j.inoche.2014.08.027,1
10.1016/j.inoche.2014.08.034,publisher_E,https://doi.org/10.1016/j.inoche.2014.08.034,1
10.1016/j.inoche.2014.09.012,publisher_E,https://doi.org/10.1016/j.inoche.2014.09.012,1
10.1016/j.inoche.2014.09.029,publisher_E,https://doi.org/10.1016/j.inoche.2014.09.029,1
10.1016/j.inoche.2014.09.036,publisher_E,https://doi.org/10.1016/j.inoche.2014.09.036,1
10.1016/j.inoche.2014.12.001,publisher_E,https://doi.org/10.1016/j.inoche.2014.12.001,1
10.1016/j.inoche.2014.12.007,publisher_E,https://doi.org/10.1016/j.inoche.2014.12.007,1
10.1016/j.inoche.2014.12.010,publisher_E,https://doi.org/10.1016/j.inoche.2014.12.010,1
10.1016/j.inoche.2015.01.020,publisher_E,https://doi.org/10.1016/j.inoche.2015.01.020,1
10.1016/j.inoche.2015.01.030,publisher_E,https://doi.org/10.1016/j.inoche.2015.01.030,1
10.1016/j.inoche.2015.02.015,publisher_E,https://doi.org/10.1016/j.inoche.2015.02.015,1
10.1016/j.inoche.2015.02.022,publisher_E,https://doi.org/10.1016/j.inoche.2015.02.022,1
10.1016/j.inoche.2015.03.005,publisher_E,https://doi.org/10.1016/j.inoche.2015.03.005,1
10.1016/j.inoche.2015.03.015,publisher_E,https://doi.org/10.1016/j.inoche.2015.03.015,1
10.1016/j.inoche.2015.03.019,publisher_E,https://doi.org/10.1016/j.inoche.2015.03.019,1
10.1016/j.inoche.2015.03.026,publisher_E,https://doi.org/10.1016/j.inoche.2015.03.026,1
10.1016/j.inoche.2015.03.028,publisher_E,https://doi.org/10.1016/j.inoche.2015.03.028,1
10.1016/j.inoche.2015.04.002,publisher_E,https://doi.org/10.1016/j.inoche.2015.04.002,1
10.1016/j.inoche.2015.04.008,publisher_E,https://doi.org/10.1016/j.inoche.2015.04.008,1
10.1016/j.inoche.2015.04.011,publisher_E,https://doi.org/10.1016/j.inoche.2015.04.011,1
10.1016/j.inoche.2015.05.003,publisher_E,https://doi.org/10.1016/j.inoche.2015.05.003,1
10.1016/j.inoche.2015.05.009,publisher_E,https://doi.org/10.1016/j.inoche.2015.05.009,1
10.1016/j.inoche.2015.05.012,publisher_E,https://doi.org/10.1016/j.inoche.2015.05.012,1
10.1016/j.inoche.2015.06.004,publisher_E,https://doi.org/10.1016/j.inoche.2015.06.004,1
10.1016/j.inoche.2015.06.013,publisher_E,https://doi.org/10.1016/j.inoche.2015.06.013,1
10.1016/j.inoche.2015.06.023,publisher_E,https://doi.org/10.1016/j.inoche.2015.06.023,1
10.1016/j.inoche.2015.06.034,publisher_E,https://doi.org/10.1016/j.inoche.2015.06.034,1
10.1016/j.inoche.2015.06.036,publisher_E,https://doi.org/10.1016/j.inoche.2015.06.036,1
10.1016/j.inoche.2015.08.002,publisher_E,https://doi.org/10.1016/j.inoche.2015.08.002,1
10.1016/j.inoche.2015.08.014,publisher_E,https://doi.org/10.1016/j.inoche.2015.08.014,1
10.1016/j.inoche.2015.08.015,publisher_E,https://doi.org/10.1016/j.inoche.2015.08.015,1
10.1016/j.inoche.2015.08.021,publisher_E,https://doi.org/10.1016/j.inoche.2015.08.021,1
10.1016/j.inoche.2015.08.026,publisher_E,https://doi.org/10.1016/j.inoche.2015.08.026,1
10.1016/j.inoche.2015.09.002,publisher_E,https://doi.org/10.1016/j.inoche.2015.09.002,1
10.1016/j.inoche.2015.09.004,publisher_E,https://doi.org/10.1016/j.inoche.2015.09.004,1
10.1016/j.inoche.2015.09.018,publisher_E,https://doi.org/10.1016/j.inoche.2015.09.018,1
10.1016/j.inoche.2015.10.023,publisher_E,https://doi.org/10.1016/j.inoche.2015.10.023,1
10.1016/j.inoche.2015.10.024,publisher_E,https://doi.org/10.1016/j.inoche.2015.10.024,1
10.1016/j.inoche.2015.11.001,publisher_E,https://doi.org/10.1016/j.inoche.2015.11.001,1
10.1016/j.inoche.2015.11.007,publisher_E,https://doi.org/10.1016/j.inoche.2015.11.007,1
10.1016/j.inoche.2015.11.018,publisher_E,https://doi.org/10.1016/j.inoche.2015.11.018,1
10.1016/j.inoche.2015.12.009,publisher_E,https://doi.org/10.1016/j.inoche.2015.12.009,1
10.1016/j.inoche.2015.12.020,publisher_E,https://doi.org/10.1016/j.inoche.2015.12.020,1
10.1016/j.inoche.2016.01.019,publisher_E,https://doi.org/10.1016/j.inoche.2016.01.019,1
10.1016/j.inoche.2016.02.007,publisher_E,https://doi.org/10.1016/j.inoche.2016.02.007,1
10.1016/j.inoche.2016.04.009,publisher_E,https://doi.org/10.1016/j.inoche.2016.04.009,1
10.1016/j.inoche.2016.04.028,publisher_E,https://doi.org/10.1016/j.inoche.2016.04.028,1
10.1016/j.inoche.2016.04.029,publisher_E,https://doi.org/10.1016/j.inoche.2016.04.029,1
10.1016/j.inoche.2016.05.005,publisher_E,https://doi.org/10.1016/j.inoche.2016.05.005,1
10.1016/j.inoche.2016.05.010,publisher_E,https://doi.org/10.1016/j.inoche.2016.05.010,1
10.1016/j.inoche.2016.06.016,publisher_E,https://doi.org/10.1016/j.inoche.2016.06.016,1
10.1016/j.inoche.2016.06.032,publisher_E,https://doi.org/10.1016/j.inoche.2016.06.032,1
10.1016/j.inoche.2016.07.006,publisher_E,https://doi.org/10.1016/j.inoche.2016.07.006,1
10.1016/j.inoche.2016.08.021,publisher_E,https://doi.org/10.1016/j.inoche.2016.08.021,1
10.1016/j.inoche.2016.09.013,publisher_E,https://doi.org/10.1016/j.inoche.2016.09.013,1
10.1016/j.inoche.2016.10.003,publisher_E,https://doi.org/10.1016/j.inoche.2016.10.003,1
10.1016/j.inoche.2016.10.021,publisher_E,https://doi.org/10.1016/j.inoche.2016.10.021,1
10.1016/j.inoche.2017.01.003,publisher_E,https://doi.org/10.1016/j.inoche.2017.01.003,1
10.1016/j.inoche.2017.03.001,publisher_E,https://doi.org/10.1016/j.inoche.2017.03.001,1
10.1016/j.inoche.2017.03.009,publisher_E,https://doi.org/10.1016/j.inoche.2017.03.009,1
10.1016/j.inoche.2017.03.019,publisher_E,https://doi.org/10.1016/j.inoche.2017.03.019,1
10.1016/j.inoche.2017.03.022,publisher_E,https://doi.org/10.1016/j.inoche.2017.03.022,1
10.1016/j.inoche.2017.04.003,publisher_E,https://doi.org/10.1016/j.inoche.2017.04.003,1
10.1016/j.inoche.2017.04.011,publisher_E,https://doi.org/10.1016/j.inoche.2017.04.011,1
10.1016/j.inoche.2017.05.003,publisher_E,https://doi.org/10.1016/j.inoche.2017.05.003,1
10.1016/j.inoche.2017.05.015,publisher_E,https://doi.org/10.1016/j.inoche.2017.05.015,1
10.1016/j.inoche.2017.05.021,publisher_E,https://doi.org/10.1016/j.inoche.2017.05.021,1
10.1016/j.inoche.2017.05.022,publisher_E,https://doi.org/10.1016/j.inoche.2017.05.022,1
10.1016/j.inoche.2017.06.018,publisher_E,https://doi.org/10.1016/j.inoche.2017.06.018,1
10.1016/j.inoche.2017.06.020,publisher_E,https://doi.org/10.1016/j.inoche.2017.06.020,1
10.1016/j.inoche.2017.07.003,publisher_E,https://doi.org/10.1016/j.inoche.2017.07.003,1
10.1016/j.inoche.2017.07.009,publisher_E,https://doi.org/10.1016/j.inoche.2017.07.009,1
10.1016/j.inoche.2017.08.015,publisher_E,https://doi.org/10.1016/j.inoche.2017.08.015,1
10.1016/j.inoche.2017.08.020,publisher_E,https://doi.org/10.1016/j.inoche.2017.08.020,1
10.1016/j.inoche.2017.09.013,publisher_E,https://doi.org/10.1016/j.inoche.2017.09.013,1
10.1016/j.inoche.2017.09.026,publisher_E,https://doi.org/10.1016/j.inoche.2017.09.026,1
10.1016/j.inoche.2017.10.031,publisher_E,https://doi.org/10.1016/j.inoche.2017.10.031,1
10.1016/j.inoche.2017.11.007,publisher_E,https://doi.org/10.1016/j.inoche.2017.11.007,1
10.1016/j.inoche.2017.11.010,publisher_E,https://doi.org/10.1016/j.inoche.2017.11.010,1
10.1016/j.inoche.2017.12.015,publisher_E,https://doi.org/10.1016/j.inoche.2017.12.015,1
10.1016/j.inoche.2018.01.010,publisher_E,https://doi.org/10.1016/j.inoche.2018.01.010,1
10.1016/j.inoche.2018.01.012,publisher_E,https://doi.org/10.1016/j.inoche.2018.01.012,1
10.1016/j.inoche.2018.02.003,publisher_E,https://doi.org/10.1016/j.inoche.2018.02.003,1
10.1016/j.inoche.2018.02.006,publisher_E,https://doi.org/10.1016/j.inoche.2018.02.006,1
10.1016/j.inoche.2018.02.010,publisher_E,https://doi.org/10.1016/j.inoche.2018.02.010,1
10.1016/j.inoche.2018.03.024,publisher_E,https://doi.org/10.1016/j.inoche.2018.03.024,1
10.1016/j.inoche.2018.04.013,publisher_E,https://doi.org/10.1016/j.inoche.2018.04.013,1
10.1016/j.inoche.2018.04.019,publisher_E,https://doi.org/10.1016/j.inoche.2018.04.019,1
10.1016/j.inoche.2018.05.001,publisher_E,https://doi.org/10.1016/j.inoche.2018.05.001,1
10.1016/j.inoche.2018.05.010,publisher_E,https://doi.org/10.1016/j.inoche.2018.05.010,1
10.1016/j.inoche.2018.05.016,publisher_E,https://doi.org/10.1016/j.inoche.2018.05.016,1
10.1016/j.inoche.2018.05.020,publisher_E,https://doi.org/10.1016/j.inoche.2018.05.020,1
10.1016/j.inoche.2018.06.002,publisher_E,https://doi.org/10.1016/j.inoche.2018.06.002,1
10.1016/j.inoche.2018.06.003,publisher_E,https://doi.org/10.1016/j.inoche.2018.06.003,1
10.1016/j.inoche.2018.06.007,publisher_E,https://doi.org/10.1016/j.inoche.2018.06.007,1
10.1016/j.inoche.2018.06.012,publisher_E,https://doi.org/10.1016/j.inoche.2018.06.012,1
10.1016/j.inoche.2018.07.005,publisher_E,https://doi.org/10.1016/j.inoche.2018.07.005,1
10.1016/j.inoche.2018.07.017,publisher_E,https://doi.org/10.1016/j.inoche.2018.07.017,1
10.1016/j.inoche.2018.07.018,publisher_E,https://doi.org/10.1016/j.inoche.2018.07.018,1
10.1016/j.inoche.2018.07.020,publisher_E,https://doi.org/10.1016/j.inoche.2018.07.020,1
10.1016/j.inoche.2018.07.029,publisher_E,https://doi.org/10.1016/j.inoche.2018.07.029,1
10.1016/j.inoche.2018.07.031,publisher_E,https://doi.org/10.1016/j.inoche.2018.07.031,1
10.1016/j.inoche.2018.07.035,publisher_E,https://doi.org/10.1016/j.inoche.2018.07.035,1
10.1016/j.inoche.2018.07.036,publisher_E,https://doi.org/10.1016/j.inoche.2018.07.036,1
10.1016/j.inoche.2018.07.039,publisher_E,https://doi.org/10.1016/j.inoche.2018.07.039,1
10.1016/j.inoche.2018.08.006,publisher_E,https://doi.org/10.1016/j.inoche.2018.08.006,1
10.1016/j.inoche.2018.08.017,publisher_E,https://doi.org/10.1016/j.inoche.2018.08.017,1
10.1016/j.inoche.2018.09.003,publisher_E,https://doi.org/10.1016/j.inoche.2018.09.003,1
10.1016/j.inoche.2018.09.021,publisher_E,https://doi.org/10.1016/j.inoche.2018.09.021,1
10.1016/j.inoche.2018.09.029,publisher_E,https://doi.org/10.1016/j.inoche.2018.09.029,1
10.1016/j.inoche.2018.10.005,publisher_E,https://doi.org/10.1016/j.inoche.2018.10.005,1
10.1016/j.inoche.2018.11.017,publisher_E,https://doi.org/10.1016/j.inoche.2018.11.017,1
10.1016/j.inoche.2018.11.019,publisher_E,https://doi.org/10.1016/j.inoche.2018.11.019,1
10.1016/j.inoche.2018.12.018,publisher_E,https://doi.org/10.1016/j.inoche.2018.12.018,1
10.1016/j.inoche.2018.12.024,publisher_E,https://doi.org/10.1016/j.inoche.2018.12.024,1
10.1016/j.inoche.2019.01.009,publisher_E,https://doi.org/10.1016/j.inoche.2019.01.009,1
10.1016/j.inoche.2019.01.025,publisher_E,https://doi.org/10.1016/j.inoche.2019.01.025,1
10.1016/j.inoche.2019.02.027,publisher_E,https://doi.org/10.1016/j.inoche.2019.02.027,1
10.1016/j.inoche.2019.02.037,publisher_E,https://doi.org/10.1016/j.inoche.2019.02.037,1
10.1016/j.inoche.2019.03.036,publisher_E,https://doi.org/10.1016/j.inoche.2019.03.036,1
10.1016/j.inoche.2019.04.021,publisher_E,https://doi.org/10.1016/j.inoche.2019.04.021,1
10.1016/j.inoche.2019.05.008,publisher_E,https://doi.org/10.1016/j.inoche.2019.05.008,1
10.1016/j.inoche.2019.05.013,publisher_E,https://doi.org/10.1016/j.inoche.2019.05.013,1
10.1016/j.inoche.2019.05.038,publisher_E,https://doi.org/10.1016/j.inoche.2019.05.038,1
10.1016/j.inoche.2019.06.003,publisher_E,https://doi.org/10.1016/j.inoche.2019.06.003,1
10.1016/j.inoche.2019.107448,publisher_E,https://doi.org/10.1016/j.inoche.2019.107448,1
10.1016/j.inoche.2019.107474,publisher_E,https://doi.org/10.1016/j.inoche.2019.107474,1
10.1016/j.inoche.2019.107488,publisher_E,https://doi.org/10.1016/j.inoche.2019.107488,1
10.1016/j.inoche.2019.107512,publisher_E,https://doi.org/10.1016/j.inoche.2019.107512,1
10.1016/j.inoche.2019.107536,publisher_E,https://doi.org/10.1016/j.inoche.2019.107536,1
10.1016/j.inoche.2019.107624,publisher_E,https://doi.org/10.1016/j.inoche.2019.107624,1
10.1016/j.inoche.2019.107641,publisher_E,https://doi.org/10.1016/j.inoche.2019.107641,1
10.1016/j.inoche.2019.107713,publisher_E,https://doi.org/10.1016/j.inoche.2019.107713,1
10.1016/j.inoche.2019.107726,publisher_E,https://doi.org/10.1016/j.inoche.2019.107726,1
10.1016/j.inoche.2019.107734,publisher_E,https://doi.org/10.1016/j.inoche.2019.107734,1
10.1016/j.inoche.2020.107766,publisher_E,https://doi.org/10.1016/j.inoche.2020.107766,1
10.1016/j.inoche.2020.107773,publisher_E,https://doi.org/10.1016/j.inoche.2020.107773,1
10.1016/j.inoche.2020.107797,publisher_E,https://doi.org/10.1016/j.inoche.2020.107797,1
10.1016/j.inoche.2020.107813,publisher_E,https://doi.org/10.1016/j.inoche.2020.107813,1
10.1016/j.inoche.2020.107887,publisher_E,https://doi.org/10.1016/j.inoche.2020.107887,1
10.1016/j.inoche.2020.107912,publisher_E,https://doi.org/10.1016/j.inoche.2020.107912,1
10.1016/j.inoche.2020.107949,publisher_E,https://doi.org/10.1016/j.inoche.2020.107949,1
10.1016/j.inoche.2020.108011,publisher_E,https://doi.org/10.1016/j.inoche.2020.108011,1
10.1016/j.inoche.2020.108030,publisher_E,https://doi.org/10.1016/j.inoche.2020.108030,1
10.1016/j.inoche.2020.108032,publisher_E,https://doi.org/10.1016/j.inoche.2020.108032,1
10.1016/j.inoche.2020.108076,publisher_E,https://doi.org/10.1016/j.inoche.2020.108076,1
10.1016/j.inoche.2020.108235,publisher_E,https://doi.org/10.1016/j.inoche.2020.108235,1
10.1016/j.inoche.2021.108449,publisher_E,https://doi.org/10.1016/j.inoche.2021.108449,1
10.1016/j.inoche.2021.108502,publisher_E,https://doi.org/10.1016/j.inoche.2021.108502,1
10.1016/j.inoche.2021.108550,publisher_E,https://doi.org/10.1016/j.inoche.2021.108550,1
10.1016/j.inoche.2021.108584,publisher_E,https://doi.org/10.1016/j.inoche.2021.108584,1
10.1016/j.inoche.2021.108604,publisher_E,https://doi.org/10.1016/j.inoche.2021.108604,1
10.1016/j.inoche.2021.108613,publisher_E,https://doi.org/10.1016/j.inoche.2021.108613,1
10.1016/j.inoche.2021.108644,publisher_E,https://doi.org/10.1016/j.inoche.2021.108644,1
10.1016/j.inoche.2021.108657,publisher_E,https://doi.org/10.1016/j.inoche.2021.108657,1
10.1016/j.inoche.2021.108693,publisher_E,https://doi.org/10.1016/j.inoche.2021.108693,1
10.1016/j.inoche.2021.108870,publisher_E,https://doi.org/10.1016/j.inoche.2021.108870,1
10.1016/j.inoche.2021.108896,publisher_E,https://doi.org/10.1016/j.inoche.2021.108896,1
10.1016/j.inoche.2021.108928,publisher_E,https://doi.org/10.1016/j.inoche.2021.108928,1
10.1016/j.inoche.2021.109017,publisher_E,https://doi.org/10.1016/j.inoche.2021.109017,1
10.1016/j.inoche.2021.109078,publisher_E,https://doi.org/10.1016/j.inoche.2021.109078,1
10.1016/j.inoche.2021.109141,publisher_E,https://doi.org/10.1016/j.inoche.2021.109141,1
10.1016/j.inoche.2022.109251,publisher_E,https://doi.org/10.1016/j.inoche.2022.109251,1
10.1016/j.inoche.2022.109405,publisher_E,https://doi.org/10.1016/j.inoche.2022.109405,1
10.1016/j.inoche.2022.109431,publisher_E,https://doi.org/10.1016/j.inoche.2022.109431,1
10.1016/j.inoche.2022.109534,publisher_E,https://doi.org/10.1016/j.inoche.2022.109534,1
10.1016/j.inoche.2022.110078,publisher_E,https://doi.org/10.1016/j.inoche.2022.110078,1
10.1016/j.inoche.2022.110137,publisher_E,https://doi.org/10.1016/j.inoche.2022.110137,1
10.1016/j.inoche.2022.110196,publisher_E,https://doi.org/10.1016/j.inoche.2022.110196,1
10.1016/j.inoche.2023.110455,publisher_E,https://doi.org/10.1016/j.inoche.2023.110455,1
10.1016/j.inoche.2023.110477,publisher_E,https://doi.org/10.1016/j.inoche.2023.110477,1
10.1016/j.inoche.2023.110542,publisher_E,https://doi.org/10.1016/j.inoche.2023.110542,1
10.1016/j.inoche.2023.110748,publisher_E,https://doi.org/10.1016/j.inoche.2023.110748,1
10.1016/j.inoche.2023.110783,publisher_E,https://doi.org/10.1016/j.inoche.2023.110783,1
10.1016/j.inoche.2023.110920,publisher_E,https://doi.org/10.1016/j.inoche.2023.110920,1
10.1016/j.inoche.2023.111056,publisher_E,https://doi.org/10.1016/j.inoche.2023.111056,1
10.1016/j.inoche.2023.111095,publisher_E,https://doi.org/10.1016/j.inoche.2023.111095,1
10.1016/j.inoche.2023.111108,publisher_E,https://doi.org/10.1016/j.inoche.2023.111108,1
10.1016/j.inoche.2023.111252,publisher_E,https://doi.org/10.1016/j.inoche.2023.111252,1
10.1016/j.inoche.2023.111340,publisher_E,https://doi.org/10.1016/j.inoche.2023.111340,1
10.1016/j.inoche.2023.111394,publisher_E,https://doi.org/10.1016/j.inoche.2023.111394,1
10.1016/j.inoche.2023.111476,publisher_E,https://doi.org/10.1016/j.inoche.2023.111476,1
10.1016/j.inoche.2023.111612,publisher_E,https://doi.org/10.1016/j.inoche.2023.111612,1
10.1016/j.inoche.2023.111634,publisher_E,https://doi.org/10.1016/j.inoche.2023.111634,1
10.1016/j.inoche.2023.111679,publisher_E,https://doi.org/10.1016/j.inoche.2023.111679,1
10.1016/j.inoche.2023.111819,publisher_E,https://doi.org/10.1016/j.inoche.2023.111819,1
10.1016/j.inoche.2024.112172,publisher_E,https://doi.org/10.1016/j.inoche.2024.112172,1
10.1016/j.inoche.2024.112741,publisher_E,https://doi.org/10.1016/j.inoche.2024.112741,1
10.1016/j.inoche.2024.112781,publisher_E,https://doi.org/10.1016/j.inoche.2024.112781,1
10.1016/j.inoche.2024.112915,publisher_E,https://doi.org/10.1016/j.inoche.2024.112915,1
10.1016/j.inoche.2024.113174,publisher_E,https://doi.org/10.1016/j.inoche.2024.113174,1
10.1016/j.inoche.2024.113351,publisher_E,https://doi.org/10.1016/j.inoche.2024.113351,1
10.1016/j.inoche.2024.113582,publisher_E,https://doi.org/10.1016/j.inoche.2024.113582,1
10.1016/j.inoche.2024.113589,publisher_E,https://doi.org/10.1016/j.inoche.2024.113589,1
10.1016/j.inoche.2024.113590,publisher_E,https://doi.org/10.1016/j.inoche.2024.113590,1
10.1016/j.inoche.2024.113686,publisher_E,https://doi.org/10.1016/j.inoche.2024.113686,1
10.1016/j.inoche.2024.113833,publisher_E,https://doi.org/10.1016/j.inoche.2024.113833,1
10.1016/j.inoche.2025.113978,publisher_E,https://doi.org/10.1016/j.inoche.2025.113978,1
10.1016/j.inoche.2025.114194,publisher_E,https://doi.org/10.1016/j.inoche.2025.114194,1
10.1016/j.inoche.2025.114321,publisher_E,https://doi.org/10.1016/j.inoche.2025.114321,1
10.1016/j.inoche.2025.114429,publisher_E,https://doi.org/10.1016/j.inoche.2025.114429,1
10.1016/j.inoche.2025.114444,publisher_E,https://doi.org/10.1016/j.inoche.2025.114444,1
10.1016/j.inoche2014.09.033,publisher_E,https://doi.org/10.1016/j.inoche2014.09.033,0
10.1016/j.jallcom.2007.04.199,publisher_E,https://doi.org/10.1016/j.jallcom.2007.04.199,1
10.1016/j.jallcom.2012.06.030,publisher_E,https://doi.org/10.1016/j.jallcom.2012.06.030,1
10.1016/j.jallcom.2013.09.195,publisher_E,https://doi.org/10.1016/j.jallcom.2013.09.195,1
10.1016/j.jallcom.2017.01.260,publisher_E,https://doi.org/10.1016/j.jallcom.2017.01.260,1
10.1016/j.jallcom.2017.07.095,publisher_E,https://doi.org/10.1016/j.jallcom.2017.07.095,1
10.1016/j.jallcom.2018.12.157,publisher_E,https://doi.org/10.1016/j.jallcom.2018.12.157,1
10.1016/j.jallcom.2022.167647,publisher_E,https://doi.org/10.1016/j.jallcom.2022.167647,1
10.1016/j.jallcom.2023.169138,publisher_E,https://doi.org/10.1016/j.jallcom.2023.169138,1
10.1016/j.jallcom.2023.169747,publisher_E,https://doi.org/10.1016/j.jallcom.2023.169747,1
10.1016/j.jallcom.2023.170309,publisher_E,https://doi.org/10.1016/j.jallcom.2023.170309,1
10.1016/j.jcat.2008.05.021,unmapped,https://doi.org/10.1016/j.jcat.2008.05.021,0
10.1016/j.jcat.2009.11.011,unmapped,https://doi.org/10.1016/j.jcat.2009.11.011,0
10.1016/j.jcat.2011.04.004,unmapped,https://doi.org/10.1016/j.jcat.2011.04.004,0
10.1016/j.jcat.2012.01.013,unmapped,https://doi.org/10.1016/j.jcat.2012.01.013,0
10.1016/j.jcat.2014.09.010,unmapped,https://doi.org/10.1016/j.jcat.2014.09.010,0
10.1016/j.jcat.2015.10.026,unmapped,https://doi.org/10.1016/j.jcat.2015.10.026,0
10.1016/j.jcat.2016.02.013,unmapped,https://doi.org/10.1016/j.jcat.2016.02.013,0
