DOI,Publisher,DOI Link,Classification
10.1002/smll.202304096,publisher_W,https://doi.org/10.1002/smll.202304096,Functional materials
10.1039/c3ce40599k,publisher_R,https://doi.org/10.1039/c3ce40599k,Crystal engineering
10.1021/cg3014464,publisher_A,https://doi.org/10.1021/cg3014464,Functional materials
10.1039/c8ra01900b,publisher_R,https://doi.org/10.1039/c8ra01900b,Crystal engineering
10.1021/cg700979r,publisher_A,https://doi.org/10.1021/cg700979r,Crystal engineering
10.1039/c6ce01709f,publisher_R,https://doi.org/10.1039/c6ce01709f,Crystal engineering
10.1039/c4ce00098f,publisher_R,https://doi.org/10.1039/c4ce00098f,Crystal engineering
10.1039/c8ce01203b,publisher_R,https://doi.org/10.1039/c8ce01203b,Functional materials
10.1039/c6nj00065g,publisher_R,https://doi.org/10.1039/c6nj00065g,Crystal engineering
10.1039/c4ra08138b,publisher_R,https://doi.org/10.1039/c4ra08138b,Crystal engineering
10.1002/ejic.201402737,publisher_W,https://doi.org/10.1002/ejic.201402737,Crystal engineering
10.1039/c7ce01042g,publisher_R,https://doi.org/10.1039/c7ce01042g,Crystal engineering
10.1039/c4ce01581a,publisher_R,https://doi.org/10.1039/c4ce01581a,Crystal engineering
10.1002/zaac.201200413,publisher_W,https://doi.org/10.1002/zaac.201200413,Crystal engineering
10.1039/c6dt00349d,publisher_R,https://doi.org/10.1039/c6dt00349d,Chemical synthesis
10.1021/cg301161c,publisher_A,https://doi.org/10.1021/cg301161c,Crystal engineering
10.1039/c3ce41428k,publisher_R,https://doi.org/10.1039/c3ce41428k,Crystal engineering
10.1039/c7ce00535k,publisher_R,https://doi.org/10.1039/c7ce00535k,Crystal engineering
10.1039/c4ce02457e,publisher_R,https://doi.org/10.1039/c4ce02457e,Functional materials
10.1039/c4ce00224e,publisher_R,https://doi.org/10.1039/c4ce00224e,Crystal engineering
10.1039/c4ce01837k,publisher_R,https://doi.org/10.1039/c4ce01837k,Crystal engineering
10.1039/c8ce01448e,publisher_R,https://doi.org/10.1039/c8ce01448e,Crystal engineering
10.1039/c6ra21382k,publisher_R,https://doi.org/10.1039/c6ra21382k,Crystal engineering
10.1021/ic301257k,publisher_A,https://doi.org/10.1021/ic301257k,Functional materials
10.1039/b915539b,publisher_R,https://doi.org/10.1039/b915539b,Crystal engineering
10.1007/s10876-019-01539-2,publisher_S,https://doi.org/10.1007/s10876-019-01539-2,Crystal engineering
10.1021/ic902483m,publisher_A,https://doi.org/10.1021/ic902483m,Crystal engineering
10.1021/cg701164u,publisher_A,https://doi.org/10.1021/cg701164u,Crystal engineering
10.1021/cg070356n,publisher_A,https://doi.org/10.1021/cg070356n,Crystal engineering
10.1039/c0ce00181c,publisher_R,https://doi.org/10.1039/c0ce00181c,Crystal engineering
10.1039/b912415b,publisher_R,https://doi.org/10.1039/b912415b,Crystal engineering
10.1039/d0ce00950d,publisher_R,https://doi.org/10.1039/d0ce00950d,Functional materials
10.1039/c4dt03172e,publisher_R,https://doi.org/10.1039/c4dt03172e,Crystal engineering
10.1021/cg201287t,publisher_A,https://doi.org/10.1021/cg201287t,Crystal engineering
10.1039/d3ce00179b,publisher_R,https://doi.org/10.1039/d3ce00179b,Crystal engineering
10.1002/anie.202209335,publisher_W,https://doi.org/10.1002/anie.202209335,Functional materials
10.1002/slct.202002661,publisher_W,https://doi.org/10.1002/slct.202002661,Chemical synthesis
10.1021/acs.cgd.9b00611,publisher_A,https://doi.org/10.1021/acs.cgd.9b00611,Crystal engineering
10.1021/cg4012058,publisher_A,https://doi.org/10.1021/cg4012058,Functional materials
10.1002/ejic.201501194,publisher_W,https://doi.org/10.1002/ejic.201501194,Crystal engineering
10.1007/s10562-014-1242-4,publisher_S,https://doi.org/10.1007/s10562-014-1242-4,Functional materials
10.1021/acs.jpcc.1c08474,publisher_A,https://doi.org/10.1021/acs.jpcc.1c08474,Crystal engineering
10.1039/c6ra13242a,publisher_R,https://doi.org/10.1039/c6ra13242a,Crystal engineering
10.1039/c4ra06629d,publisher_R,https://doi.org/10.1039/c4ra06629d,Crystal engineering
10.1039/c3ce41037d,publisher_R,https://doi.org/10.1039/c3ce41037d,Crystal engineering
10.1002/cctc.201300241,publisher_W,https://doi.org/10.1002/cctc.201300241,Functional materials
10.1021/cg060369l,publisher_A,https://doi.org/10.1021/cg060369l,Crystal engineering
10.1039/c0ce00878h,publisher_R,https://doi.org/10.1039/c0ce00878h,Crystal engineering
10.1021/acs.jchemed.2c00849,publisher_A,https://doi.org/10.1021/acs.jchemed.2c00849,Crystal engineering
10.1021/acs.cgd.6b00038,publisher_A,https://doi.org/10.1021/acs.cgd.6b00038,Chemical synthesis
10.1002/chem.201902874,publisher_W,https://doi.org/10.1002/chem.201902874,Crystal engineering
10.1021/acs.cgd.6b01591,publisher_A,https://doi.org/10.1021/acs.cgd.6b01591,Crystal engineering
10.1021/acs.chemmater.3c03180,publisher_A,https://doi.org/10.1021/acs.chemmater.3c03180,Theory & modeling
10.1021/cg2013717,publisher_A,https://doi.org/10.1021/cg2013717,Crystal engineering
10.1021/acs.inorgchem.7b02443,publisher_A,https://doi.org/10.1021/acs.inorgchem.7b02443,Crystal engineering
10.1021/acssuschemeng.1c06207,publisher_A,https://doi.org/10.1021/acssuschemeng.1c06207,Functional materials
10.1002/anie.202414026,publisher_W,https://doi.org/10.1002/anie.202414026,Crystal engineering
10.1002/ejic.201601242,publisher_W,https://doi.org/10.1002/ejic.201601242,Crystal engineering
10.1002/anie.202111893,publisher_W,https://doi.org/10.1002/anie.202111893,Theory & modeling
10.1021/acs.cgd.4c00354,publisher_A,https://doi.org/10.1021/acs.cgd.4c00354,Functional materials
10.1021/jacs.7b02184,publisher_A,https://doi.org/10.1021/jacs.7b02184,Crystal engineering
10.1039/d4tc00862f,publisher_R,https://doi.org/10.1039/d4tc00862f,Functional materials
10.1039/c7cc03345a,publisher_R,https://doi.org/10.1039/c7cc03345a,Functional materials
10.1021/ja9092715,publisher_A,https://doi.org/10.1021/ja9092715,Theory & modeling
10.1021/acs.inorgchem.4c05574,publisher_A,https://doi.org/10.1021/acs.inorgchem.4c05574,Chemical synthesis
10.1039/d0ra06106a,publisher_R,https://doi.org/10.1039/d0ra06106a,Functional materials
10.1021/acs.inorgchem.9b01819,publisher_A,https://doi.org/10.1021/acs.inorgchem.9b01819,Functional materials
10.1021/jacs.9b10261,publisher_A,https://doi.org/10.1021/jacs.9b10261,Functional materials
10.1021/cg301577a,publisher_A,https://doi.org/10.1021/cg301577a,Crystal engineering
10.1021/acs.chemmater.6b02817,publisher_A,https://doi.org/10.1021/acs.chemmater.6b02817,Crystal engineering
10.1007/s10967-024-09430-9,publisher_S,https://doi.org/10.1007/s10967-024-09430-9,Functional materials
10.1039/c8cc03216e,publisher_R,https://doi.org/10.1039/c8cc03216e,Functional materials
10.1002/ejic.202100466,publisher_W,https://doi.org/10.1002/ejic.202100466,Functional materials
10.1002/bkcs.12707,publisher_W,https://doi.org/10.1002/bkcs.12707,Functional materials
10.1021/jp0708291,publisher_A,https://doi.org/10.1021/jp0708291,Chemical synthesis
10.1021/cg9014948,publisher_A,https://doi.org/10.1021/cg9014948,Functional materials
10.1002/sstr.202300346,publisher_W,https://doi.org/10.1002/sstr.202300346,Functional materials
10.1002/chem.201602318,publisher_W,https://doi.org/10.1002/chem.201602318,Chemical synthesis
10.1021/ja109317e,publisher_A,https://doi.org/10.1021/ja109317e,Chemical synthesis
10.1039/c6sc05602d,publisher_R,https://doi.org/10.1039/c6sc05602d,Functional materials
10.1002/smll.202301894,publisher_W,https://doi.org/10.1002/smll.202301894,Chemical synthesis
10.1021/acsami.0c18720,publisher_A,https://doi.org/10.1021/acsami.0c18720,Functional materials
10.1021/acsami.5b10078,publisher_A,https://doi.org/10.1021/acsami.5b10078,Functional materials
10.1002/adma.202202504,publisher_W,https://doi.org/10.1002/adma.202202504,Functional materials
10.1021/acs.cgd.0c00895,publisher_A,https://doi.org/10.1021/acs.cgd.0c00895,Functional materials
10.1021/ja305181y,publisher_A,https://doi.org/10.1021/ja305181y,Crystal engineering
10.1021/acsnano.8b03417,publisher_A,https://doi.org/10.1021/acsnano.8b03417,Functional materials
10.1186/s11671-024-04152-z,publisher_S,https://doi.org/10.1186/s11671-024-04152-z,Functional materials
10.1021/acsanm.9b01263,publisher_A,https://doi.org/10.1021/acsanm.9b01263,Functional materials
10.1039/d3sc02257a,publisher_R,https://doi.org/10.1039/d3sc02257a,Functional materials
10.1039/c3ee24506c,publisher_R,https://doi.org/10.1039/c3ee24506c,Chemical synthesis
10.1021/acs.inorgchem.2c04136,publisher_A,https://doi.org/10.1021/acs.inorgchem.2c04136,Functional materials
10.1039/c6ta01899h,publisher_R,https://doi.org/10.1039/c6ta01899h,Functional materials
10.1039/c8ce01264d,publisher_R,https://doi.org/10.1039/c8ce01264d,Functional materials
10.1021/ic402012d,publisher_A,https://doi.org/10.1021/ic402012d,Functional materials
10.1039/c8ta08702d,publisher_R,https://doi.org/10.1039/c8ta08702d,Chemical synthesis
10.1039/d4gc03302g,publisher_R,https://doi.org/10.1039/d4gc03302g,Chemical synthesis
10.1039/c9qi00172g,publisher_R,https://doi.org/10.1039/c9qi00172g,Chemical synthesis
10.1002/aoc.70084,publisher_W,https://doi.org/10.1002/aoc.70084,Functional materials
10.1007/s13738-020-02032-8,publisher_S,https://doi.org/10.1007/s13738-020-02032-8,Chemical synthesis
10.1039/d0nj00257g,publisher_R,https://doi.org/10.1039/d0nj00257g,Chemical synthesis
10.1002/ejic.201500975,publisher_W,https://doi.org/10.1002/ejic.201500975,Functional materials
10.1002/chem.201704771,publisher_W,https://doi.org/10.1002/chem.201704771,Crystal engineering
10.1039/c7dt04221c,publisher_R,https://doi.org/10.1039/c7dt04221c,Crystal engineering
10.1021/acs.langmuir.3c02384,publisher_A,https://doi.org/10.1021/acs.langmuir.3c02384,Functional materials
10.1021/acs.jafc.8b00400,publisher_A,https://doi.org/10.1021/acs.jafc.8b00400,Chemical synthesis
10.1002/advs.201902897,publisher_W,https://doi.org/10.1002/advs.201902897,Functional materials
10.1002/cnma.202200397,publisher_W,https://doi.org/10.1002/cnma.202200397,Chemical synthesis
10.1021/acs.inorgchem.3c00560,publisher_A,https://doi.org/10.1021/acs.inorgchem.3c00560,Chemical synthesis
10.1039/c9dt02394a,publisher_R,https://doi.org/10.1039/c9dt02394a,Functional materials
10.1021/acssuschemeng.8b04429,publisher_A,https://doi.org/10.1021/acssuschemeng.8b04429,Functional materials
10.1039/c5ce00618j,publisher_R,https://doi.org/10.1039/c5ce00618j,Chemical synthesis
10.1039/d0qi00840k,publisher_R,https://doi.org/10.1039/d0qi00840k,Functional materials
10.1039/d4gc01350f,publisher_R,https://doi.org/10.1039/d4gc01350f,Chemical synthesis
10.1002/smll.202307236,publisher_W,https://doi.org/10.1002/smll.202307236,Chemical synthesis
10.1039/c7dt04701k,publisher_R,https://doi.org/10.1039/c7dt04701k,Chemical synthesis
10.1039/d0nj02672g,publisher_R,https://doi.org/10.1039/d0nj02672g,Chemical synthesis
10.1039/c2jm30718a,publisher_R,https://doi.org/10.1039/c2jm30718a,Chemical synthesis
10.1021/acscentsci.1c01563,publisher_A,https://doi.org/10.1021/acscentsci.1c01563,Chemical synthesis
10.1039/c8dt00394g,publisher_R,https://doi.org/10.1039/c8dt00394g,Crystal engineering
10.1002/adfm.202214307,publisher_W,https://doi.org/10.1002/adfm.202214307,Functional materials
10.1039/c7nj02398g,publisher_R,https://doi.org/10.1039/c7nj02398g,Functional materials
10.1021/acs.inorgchem.7b00639,publisher_A,https://doi.org/10.1021/acs.inorgchem.7b00639,Crystal engineering
10.1002/chem.201402292,publisher_W,https://doi.org/10.1002/chem.201402292,Theory & modeling
10.1021/ja500356z,publisher_A,https://doi.org/10.1021/ja500356z,Functional materials
10.1039/b404485a,publisher_R,https://doi.org/10.1039/b404485a,Crystal engineering
10.1039/c5ce00004a,publisher_R,https://doi.org/10.1039/c5ce00004a,Crystal engineering
10.1039/c2ce06428f,publisher_R,https://doi.org/10.1039/c2ce06428f,Crystal engineering
10.1039/d5qi00261c,publisher_R,https://doi.org/10.1039/d5qi00261c,Functional materials
10.1002/smll.202304771,publisher_W,https://doi.org/10.1002/smll.202304771,Chemical synthesis
10.1021/acs.cgd.9b01301,publisher_A,https://doi.org/10.1021/acs.cgd.9b01301,Crystal engineering
10.1021/jacs.9b11639,publisher_A,https://doi.org/10.1021/jacs.9b11639,Functional materials
10.1021/jacs.4c02321,publisher_A,https://doi.org/10.1021/jacs.4c02321,Crystal engineering
10.1002/anie.201900863,publisher_W,https://doi.org/10.1002/anie.201900863,Crystal engineering
10.1039/d5ra00509d,publisher_R,https://doi.org/10.1039/d5ra00509d,Functional materials
10.1002/admi.202201532,publisher_W,https://doi.org/10.1002/admi.202201532,Chemical synthesis
10.1021/acs.inorgchem.0c00752,publisher_A,https://doi.org/10.1021/acs.inorgchem.0c00752,Functional materials
10.1021/jacs.3c11947,publisher_A,https://doi.org/10.1021/jacs.3c11947,Functional materials
10.1021/acs.jpcc.7b07772,publisher_A,https://doi.org/10.1021/acs.jpcc.7b07772,Functional materials
10.1002/asia.201901143,publisher_W,https://doi.org/10.1002/asia.201901143,Functional materials
10.1021/acs.cgd.1c01145,publisher_A,https://doi.org/10.1021/acs.cgd.1c01145,Crystal engineering
10.1039/c8nj05193c,publisher_R,https://doi.org/10.1039/c8nj05193c,Functional materials
10.1021/ic3016673,publisher_A,https://doi.org/10.1021/ic3016673,Functional materials
10.1002/ejic.201201508,publisher_W,https://doi.org/10.1002/ejic.201201508,Crystal engineering
10.1021/cg9008834,publisher_A,https://doi.org/10.1021/cg9008834,Crystal engineering
10.1021/acsomega.4c05760,publisher_A,https://doi.org/10.1021/acsomega.4c05760,Functional materials
10.1021/acsami.0c21509,publisher_A,https://doi.org/10.1021/acsami.0c21509,Functional materials
10.1039/d3me00145h,publisher_R,https://doi.org/10.1039/d3me00145h,Crystal engineering
10.1039/d3cy01105d,publisher_R,https://doi.org/10.1039/d3cy01105d,Chemical synthesis
10.1039/d0cc05339b,publisher_R,https://doi.org/10.1039/d0cc05339b,Functional materials
10.1021/acs.inorgchem.6b00111,publisher_A,https://doi.org/10.1021/acs.inorgchem.6b00111,Functional materials
10.1021/jacs.4c18251,publisher_A,https://doi.org/10.1021/jacs.4c18251,Crystal engineering
10.1021/acs.cgd.6b01808,publisher_A,https://doi.org/10.1021/acs.cgd.6b01808,Functional materials
10.1021/acs.inorgchem.8b00910,publisher_A,https://doi.org/10.1021/acs.inorgchem.8b00910,Functional materials
10.1002/chem.201001256,publisher_W,https://doi.org/10.1002/chem.201001256,Crystal engineering
10.1007/s11172-016-1624-4,publisher_S,https://doi.org/10.1007/s11172-016-1624-4,Crystal engineering
10.1021/jacs.2c06142,publisher_A,https://doi.org/10.1021/jacs.2c06142,Chemical synthesis
10.1002/asia.201403025,publisher_W,https://doi.org/10.1002/asia.201403025,Crystal engineering
10.1007/s11237-013-9306-x,publisher_S,https://doi.org/10.1007/s11237-013-9306-x,Chemical synthesis
10.1039/c2cc16779d,publisher_R,https://doi.org/10.1039/c2cc16779d,Crystal engineering
10.1039/c3sc51336j,publisher_R,https://doi.org/10.1039/c3sc51336j,Chemical synthesis
10.1039/d2cc01914k,publisher_R,https://doi.org/10.1039/d2cc01914k,Chemical synthesis
10.1002/chem.201502515,publisher_W,https://doi.org/10.1002/chem.201502515,Functional materials
10.1039/d3tb01819a,publisher_R,https://doi.org/10.1039/d3tb01819a,Functional materials
10.1021/acs.inorgchem.4c02082,publisher_A,https://doi.org/10.1021/acs.inorgchem.4c02082,Functional materials
10.1002/chem.201705562,publisher_W,https://doi.org/10.1002/chem.201705562,Functional materials
10.1021/acsami.9b15667,publisher_A,https://doi.org/10.1021/acsami.9b15667,Functional materials
10.1039/d0dt00145g,publisher_R,https://doi.org/10.1039/d0dt00145g,Functional materials
10.1039/c6cc10225e,publisher_R,https://doi.org/10.1039/c6cc10225e,Crystal engineering
10.1002/anie.201406484,publisher_W,https://doi.org/10.1002/anie.201406484,Crystal engineering
10.1039/c1ce06138k,publisher_R,https://doi.org/10.1039/c1ce06138k,Functional materials
10.1021/cg901170j,publisher_A,https://doi.org/10.1021/cg901170j,Chemical synthesis
10.1021/acsnano.1c06259,publisher_A,https://doi.org/10.1021/acsnano.1c06259,Crystal engineering
10.1039/c8ce01051j,publisher_R,https://doi.org/10.1039/c8ce01051j,Crystal engineering
10.1039/c8sm01143e,publisher_R,https://doi.org/10.1039/c8sm01143e,Functional materials
10.1039/d1qm01512e,publisher_R,https://doi.org/10.1039/d1qm01512e,Chemical synthesis
10.1039/c8cc05895d,publisher_R,https://doi.org/10.1039/c8cc05895d,Chemical synthesis
10.1007/s10971-021-05576-0,publisher_S,https://doi.org/10.1007/s10971-021-05576-0,Functional materials
10.1039/c7ce01843f,publisher_R,https://doi.org/10.1039/c7ce01843f,Crystal engineering
10.1007/s13738-021-02297-7,publisher_S,https://doi.org/10.1007/s13738-021-02297-7,Functional materials
10.1021/ja909169x,publisher_A,https://doi.org/10.1021/ja909169x,Functional materials
10.1007/s10450-017-9892-3,publisher_S,https://doi.org/10.1007/s10450-017-9892-3,Functional materials
10.1002/chem.201803900,publisher_W,https://doi.org/10.1002/chem.201803900,Functional materials
10.1002/ejic.201600576,publisher_W,https://doi.org/10.1002/ejic.201600576,Functional materials
10.1021/ja501606h,publisher_A,https://doi.org/10.1021/ja501606h,Functional materials
10.1021/jacs.6b05261,publisher_A,https://doi.org/10.1021/jacs.6b05261,Functional materials
10.1021/ja5069855,publisher_A,https://doi.org/10.1021/ja5069855,Functional materials
10.1021/acs.cgd.6b00776,publisher_A,https://doi.org/10.1021/acs.cgd.6b00776,Functional materials
10.1021/ic5018517,publisher_A,https://doi.org/10.1021/ic5018517,Crystal engineering
10.1039/c9nj05735h,publisher_R,https://doi.org/10.1039/c9nj05735h,Functional materials
10.1021/acs.inorgchem.1c03679,publisher_A,https://doi.org/10.1021/acs.inorgchem.1c03679,Functional materials
10.1021/jacs.3c02787,publisher_A,https://doi.org/10.1021/jacs.3c02787,Crystal engineering
10.1021/jacs.5c04567,publisher_A,https://doi.org/10.1021/jacs.5c04567,Functional materials
10.1021/acsomega.3c04177,publisher_A,https://doi.org/10.1021/acsomega.3c04177,Functional materials
10.1021/acs.cgd.0c01724,publisher_A,https://doi.org/10.1021/acs.cgd.0c01724,Crystal engineering
10.1021/jacs.8b07589,publisher_A,https://doi.org/10.1021/jacs.8b07589,Functional materials
10.1002/ejic.202000399,publisher_W,https://doi.org/10.1002/ejic.202000399,Functional materials
10.1021/jacs.1c02272,publisher_A,https://doi.org/10.1021/jacs.1c02272,Functional materials
10.1002/admi.201400040,publisher_W,https://doi.org/10.1002/admi.201400040,Functional materials
10.1021/acsami.8b12908,publisher_A,https://doi.org/10.1021/acsami.8b12908,Functional materials
10.1021/cg100535q,publisher_A,https://doi.org/10.1021/cg100535q,Crystal engineering
10.1039/c7nj01509g,publisher_R,https://doi.org/10.1039/c7nj01509g,Crystal engineering
10.1039/d1ta10522a,publisher_R,https://doi.org/10.1039/d1ta10522a,Functional materials
10.1021/acsami.2c04331,publisher_A,https://doi.org/10.1021/acsami.2c04331,Functional materials
10.1021/acsami.2c19614,publisher_A,https://doi.org/10.1021/acsami.2c19614,Functional materials
10.1039/d2ra08312d,publisher_R,https://doi.org/10.1039/d2ra08312d,Functional materials
10.1021/acs.inorgchem.0c00987,publisher_A,https://doi.org/10.1021/acs.inorgchem.0c00987,Functional materials
10.1039/c7ta01070b,publisher_R,https://doi.org/10.1039/c7ta01070b,Functional materials
10.1021/acsami.1c08833,publisher_A,https://doi.org/10.1021/acsami.1c08833,Crystal engineering
10.1039/d1tb02596a,publisher_R,https://doi.org/10.1039/d1tb02596a,Functional materials
10.1021/acscentsci.3c01432,publisher_A,https://doi.org/10.1021/acscentsci.3c01432,Chemical synthesis
10.1039/c1ce06019h,publisher_R,https://doi.org/10.1039/c1ce06019h,Crystal engineering
10.1002/smll.202405831,publisher_W,https://doi.org/10.1002/smll.202405831,Functional materials
10.1021/ic2024296,publisher_A,https://doi.org/10.1021/ic2024296,Functional materials
10.1039/c0dt01483d,publisher_R,https://doi.org/10.1039/c0dt01483d,Functional materials
10.1021/ic900478z,publisher_A,https://doi.org/10.1021/ic900478z,Functional materials
10.1021/acsomega.0c02171,publisher_A,https://doi.org/10.1021/acsomega.0c02171,Functional materials
10.1021/am5028346,publisher_A,https://doi.org/10.1021/am5028346,Functional materials
10.1021/jacs.6b04608,publisher_A,https://doi.org/10.1021/jacs.6b04608,Crystal engineering
10.1021/acsami.7b01758,publisher_A,https://doi.org/10.1021/acsami.7b01758,Functional materials
10.1039/c9dt00510b,publisher_R,https://doi.org/10.1039/c9dt00510b,Functional materials
10.1039/d3ce00068k,publisher_R,https://doi.org/10.1039/d3ce00068k,Functional materials
10.1021/acs.inorgchem.2c03679,publisher_A,https://doi.org/10.1021/acs.inorgchem.2c03679,Functional materials
10.1021/acsami.0c04538,publisher_A,https://doi.org/10.1021/acsami.0c04538,Functional materials
10.1021/acsami.0c14312,publisher_A,https://doi.org/10.1021/acsami.0c14312,Functional materials
10.1021/jacs.4c00885,publisher_A,https://doi.org/10.1021/jacs.4c00885,Functional materials
10.1021/acs.inorgchem.1c00017,publisher_A,https://doi.org/10.1021/acs.inorgchem.1c00017,Functional materials
10.1021/acs.inorgchem.3c03712,publisher_A,https://doi.org/10.1021/acs.inorgchem.3c03712,Functional materials
10.1039/c8sc01533c,publisher_R,https://doi.org/10.1039/c8sc01533c,Chemical synthesis
10.1002/chem.201600447,publisher_W,https://doi.org/10.1002/chem.201600447,Crystal engineering
10.1021/jacs.9b02294,publisher_A,https://doi.org/10.1021/jacs.9b02294,Crystal engineering
10.1021/acs.cgd.8b01373,publisher_A,https://doi.org/10.1021/acs.cgd.8b01373,Functional materials
10.1039/c6ce01585a,publisher_R,https://doi.org/10.1039/c6ce01585a,Crystal engineering
10.1002/chem.201806417,publisher_W,https://doi.org/10.1002/chem.201806417,Functional materials
10.1039/b819707p,publisher_R,https://doi.org/10.1039/b819707p,Crystal engineering
10.1021/acs.cgd.7b01061,publisher_A,https://doi.org/10.1021/acs.cgd.7b01061,Crystal engineering
10.1002/adma.201701804,publisher_W,https://doi.org/10.1002/adma.201701804,Functional materials
10.1002/anie.202421132,publisher_W,https://doi.org/10.1002/anie.202421132,Functional materials
10.1021/acs.cgd.6b00622,publisher_A,https://doi.org/10.1021/acs.cgd.6b00622,Crystal engineering
10.1021/ic101128w,publisher_A,https://doi.org/10.1021/ic101128w,Chemical synthesis
10.1002/chem.201003708,publisher_W,https://doi.org/10.1002/chem.201003708,Crystal engineering
10.1021/ic800538r,publisher_A,https://doi.org/10.1021/ic800538r,Chemical synthesis
10.1002/anie.202108150,publisher_W,https://doi.org/10.1002/anie.202108150,Chemical synthesis
10.1039/d3ta06719j,publisher_R,https://doi.org/10.1039/d3ta06719j,Functional materials
10.1021/cg1015934,publisher_A,https://doi.org/10.1021/cg1015934,Crystal engineering
10.1039/c6cc03264h,publisher_R,https://doi.org/10.1039/c6cc03264h,Chemical synthesis
10.1039/d1nr08305h,publisher_R,https://doi.org/10.1039/d1nr08305h,Functional materials
10.1039/c5dt02625c,publisher_R,https://doi.org/10.1039/c5dt02625c,Chemical synthesis
10.1021/cg5013796,publisher_A,https://doi.org/10.1021/cg5013796,Crystal engineering
10.1021/acsomega.5c01493,publisher_A,https://doi.org/10.1021/acsomega.5c01493,Functional materials
10.1021/acs.inorgchem.0c00627,publisher_A,https://doi.org/10.1021/acs.inorgchem.0c00627,Crystal engineering
10.1039/c4ra05192k,publisher_R,https://doi.org/10.1039/c4ra05192k,Chemical synthesis
10.1002/advs.202305786,publisher_W,https://doi.org/10.1002/advs.202305786,Functional materials
10.1002/ejic.201501350,publisher_W,https://doi.org/10.1002/ejic.201501350,Crystal engineering
10.1002/adfm.202303644,publisher_W,https://doi.org/10.1002/adfm.202303644,Functional materials
10.1021/am505145d,publisher_A,https://doi.org/10.1021/am505145d,Functional materials
10.1039/d1ra08088a,publisher_R,https://doi.org/10.1039/d1ra08088a,Functional materials
10.1039/c5ra00728c,publisher_R,https://doi.org/10.1039/c5ra00728c,Crystal engineering
10.1021/acs.inorgchem.4c05575,publisher_A,https://doi.org/10.1021/acs.inorgchem.4c05575,Functional materials
10.1021/acs.cgd.7b01689,publisher_A,https://doi.org/10.1021/acs.cgd.7b01689,Crystal engineering
10.1039/c8dt03093f,publisher_R,https://doi.org/10.1039/c8dt03093f,Crystal engineering
10.1039/c2ce06496k,publisher_R,https://doi.org/10.1039/c2ce06496k,Functional materials
10.1021/cm0202714,publisher_A,https://doi.org/10.1021/cm0202714,Crystal engineering
10.1021/acs.cgd.9b01442,publisher_A,https://doi.org/10.1021/acs.cgd.9b01442,Crystal engineering
10.1021/ic501849g,publisher_A,https://doi.org/10.1021/ic501849g,Crystal engineering
10.1039/c2jm15966j,publisher_R,https://doi.org/10.1039/c2jm15966j,Functional materials
10.1021/ic035422z,publisher_A,https://doi.org/10.1021/ic035422z,Crystal engineering
10.1021/acs.cgd.9b00452,publisher_A,https://doi.org/10.1021/acs.cgd.9b00452,Crystal engineering
10.1021/acs.chemmater.3c01495,publisher_A,https://doi.org/10.1021/acs.chemmater.3c01495,Functional materials
10.1021/acs.inorgchem.9b00940,publisher_A,https://doi.org/10.1021/acs.inorgchem.9b00940,Crystal engineering
10.1002/zaac.202000137,publisher_W,https://doi.org/10.1002/zaac.202000137,Crystal engineering
10.1021/cm300450x,publisher_A,https://doi.org/10.1021/cm300450x,Crystal engineering
10.1002/adma.202304832,publisher_W,https://doi.org/10.1002/adma.202304832,Crystal engineering
10.1002/asia.201801785,publisher_W,https://doi.org/10.1002/asia.201801785,Functional materials
10.1021/acssuschemeng.9b02348,publisher_A,https://doi.org/10.1021/acssuschemeng.9b02348,Functional materials
10.1021/acsami.2c12908,publisher_A,https://doi.org/10.1021/acsami.2c12908,Functional materials
10.1002/smll.201303564,publisher_W,https://doi.org/10.1002/smll.201303564,Chemical synthesis
10.1002/ejic.201201461,publisher_W,https://doi.org/10.1002/ejic.201201461,Crystal engineering
10.1021/cm3006953,publisher_A,https://doi.org/10.1021/cm3006953,Chemical synthesis
10.1002/chem.201803200,publisher_W,https://doi.org/10.1002/chem.201803200,Crystal engineering
10.1039/c6ce01549b,publisher_R,https://doi.org/10.1039/c6ce01549b,Functional materials
10.1007/s10934-007-9178-3,publisher_S,https://doi.org/10.1007/s10934-007-9178-3,Theory & modeling
10.1021/jp302356q,publisher_A,https://doi.org/10.1021/jp302356q,Functional materials
10.1021/la201769x,publisher_A,https://doi.org/10.1021/la201769x,Theory & modeling
10.1021/acs.cgd.9b00010,publisher_A,https://doi.org/10.1021/acs.cgd.9b00010,Chemical synthesis
10.1002/anie.201506391,publisher_W,https://doi.org/10.1002/anie.201506391,Functional materials
10.1021/acs.inorgchem.6b01882,publisher_A,https://doi.org/10.1021/acs.inorgchem.6b01882,Functional materials
10.1002/zaac.201400459,publisher_W,https://doi.org/10.1002/zaac.201400459,Crystal engineering
10.1039/c9dt01253b,publisher_R,https://doi.org/10.1039/c9dt01253b,Crystal engineering
10.1021/acssuschemeng.2c00536,publisher_A,https://doi.org/10.1021/acssuschemeng.2c00536,Functional materials
10.1002/zaac.201000354,publisher_W,https://doi.org/10.1002/zaac.201000354,Chemical synthesis
10.1039/c3ce26998a,publisher_R,https://doi.org/10.1039/c3ce26998a,Functional materials
10.1002/zaac.200900516,publisher_W,https://doi.org/10.1002/zaac.200900516,Crystal engineering
10.1039/b819302a,publisher_R,https://doi.org/10.1039/b819302a,Crystal engineering
