source_row_id,doi_norm,publication_year,condition_key,cluster_key,is_success,is_forced_condition,is_forced_representative,split
2367,10.1039/c6dt04675d,2017.0,"{""M_L_ratio"": 5.0, ""metal_concentration_mM"": 83.0, ""metal_precursor"": ""cd(no3)2.4h2o"", ""modulator"": null, ""organic_linker"": ""5-aminoisophthalic acid and 3,6-di(4h-imidazol-4-yl)benzene-1,2-diamine and benzene-1,4-dialdehyde"", ""solvent"": ""water and dimethylformamide"", ""temperature_C"": 95.0, ""time_h"": 72.0}","metal=cd(no3)2.4h2o|linker=3,6-di(4h-imidazol-4-yl)benzene-1,2-diamine + 5-aminoisophthalic acid + benzene-1,4-dialdehyde|solvent=dimethylformamide + water",True,False,False,train
2368,10.1021/acs.inorgchem.1c00084,2021.0,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 18.0, ""metal_precursor"": ""cd(no3)2.4h2o"", ""modulator"": ""sodium hydroxide (aqueous)"", ""organic_linker"": ""4-(3,5-dicarboxylphenyl)picolinic acid"", ""solvent"": ""water and acetonitrile"", ""temperature_C"": 180.0, ""time_h"": 96.0}","metal=cd(no3)2.4h2o|linker=4-(3,5-dicarboxylphenyl)picolinic acid|solvent=acetonitrile + water",True,False,False,train
2369,10.1021/acs.inorgchem.1c00084,2021.0,"{""M_L_ratio"": 0.12, ""metal_concentration_mM"": 150.0, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": null, ""organic_linker"": ""2-methylimidazole"", ""solvent"": ""methanol"", ""temperature_C"": 25.0, ""time_h"": 2.0}",metal=zn(no3)2.6h2o|linker=2-methylimidazole|solvent=methanol,True,False,False,train
2370,10.1021/acs.inorgchem.1c00084,2021.0,"{""M_L_ratio"": 2.5, ""metal_concentration_mM"": 250.0, ""metal_precursor"": ""cu(no3)2.3h2o"", ""modulator"": null, ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""water and ethanol"", ""temperature_C"": 85.0, ""time_h"": 3.0}","metal=cu(no3)2.3h2o|linker=benzene-1,3,5-tricarboxylic acid|solvent=ethanol + water",True,False,False,train
2371,10.1021/acs.inorgchem.1c00084,2021.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 22.0, ""metal_precursor"": ""in(no3)3"", ""modulator"": null, ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 100.0, ""time_h"": 0.33}",metal=in(no3)3|linker=terephthalic acid|solvent=dimethylformamide,True,False,False,holdout
2372,10.1021/acs.inorgchem.1c00084,2021.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 13.0, ""metal_precursor"": ""zrcl4"", ""modulator"": ""acetic acid"", ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 24.0}",metal=zrcl4|linker=terephthalic acid|solvent=dimethylformamide,True,False,False,train
2373,10.1021/acsami.1c02038,2021.0,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 400.0, ""metal_precursor"": ""nh4)2ce(no3)6"", ""modulator"": ""formic acid"", ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 100.0, ""time_h"": 0.333}","metal=nh4)2ce(no3)6|linker=benzene-1,3,5-tricarboxylic acid|solvent=dimethylformamide + water",True,False,False,train
2375,10.1039/c8dt02841a,2018.0,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 13.0, ""metal_precursor"": ""co(no3)2.6h2o"", ""modulator"": ""2,6-lutidine"", ""organic_linker"": ""1,4-bis(3,5-bis(trifluoromethyl)-1h-pyrazole-4-yl)benzene"", ""solvent"": ""methanol"", ""temperature_C"": 120.0, ""time_h"": 72.0}","metal=co(no3)2.6h2o|linker=1,4-bis(3,5-bis(trifluoromethyl)-1h-pyrazole-4-yl)benzene|solvent=methanol",True,False,False,train
2376,10.1039/c3dt50787d,2013.0,"{""M_L_ratio"": 4.25, ""metal_concentration_mM"": 42.0, ""metal_precursor"": ""zn(ch3coo)2.2h2o"", ""modulator"": null, ""organic_linker"": ""1h,1'h-5,5'-bibenzo[d][1,2,3]triazole"", ""solvent"": ""n-methylformamide"", ""temperature_C"": 90.0, ""time_h"": 72.0}","metal=zn(ch3coo)2.2h2o|linker=1h,1'h-5,5'-bibenzo[d][1,2,3]triazole|solvent=n-methylformamide",True,False,False,train
2377,10.1039/c2jm16371c,2012.0,"{""M_L_ratio"": 1.72, ""metal_concentration_mM"": 33.0, ""metal_precursor"": ""cu(no3)2.3h2o"", ""modulator"": null, ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""ethanol"", ""temperature_C"": 85.0, ""time_h"": 24.0}","metal=cu(no3)2.3h2o|linker=benzene-1,3,5-tricarboxylic acid|solvent=ethanol",True,False,False,holdout
2378,10.1039/c5dt01673h,2015.0,"{""M_L_ratio"": 4.0, ""metal_concentration_mM"": 20.0, ""metal_precursor"": ""zncl2"", ""modulator"": null, ""organic_linker"": ""6,6,14,14-tetramethyl-6,14-dihydroquinoxalino[2,3-b]phenazinebistriazole"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 130.0, ""time_h"": 72.0}","metal=zncl2|linker=6,6,14,14-tetramethyl-6,14-dihydroquinoxalino[2,3-b]phenazinebistriazole|solvent=dimethylformamide",True,False,False,train
2379,10.1039/c5dt01673h,2015.0,"{""M_L_ratio"": 4.0, ""metal_concentration_mM"": 20.0, ""metal_precursor"": ""zni2"", ""modulator"": null, ""organic_linker"": ""6,6,14,14-tetramethyl-6,14-dihydroquinoxalino[2,3-b]phenazinebistriazole"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 140.0, ""time_h"": 72.0}","metal=zni2|linker=6,6,14,14-tetramethyl-6,14-dihydroquinoxalino[2,3-b]phenazinebistriazole|solvent=dimethylformamide",True,False,False,train
2380,10.1039/c7dt00582b,2017.0,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 13.0, ""metal_precursor"": ""cu(no3)2.3h2o"", ""modulator"": null, ""organic_linker"": ""1,4-bis(3,5-bis(trifluoromethyl)-1h-pyrazole-4-yl)benzene"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 72.0}","metal=cu(no3)2.3h2o|linker=1,4-bis(3,5-bis(trifluoromethyl)-1h-pyrazole-4-yl)benzene|solvent=dimethylformamide",True,False,False,holdout
2381,10.1039/c7dt00582b,2017.0,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 13.0, ""metal_precursor"": ""cu(no3)2.3h2o"", ""modulator"": ""2,6-lutidine"", ""organic_linker"": ""1,4-bis(3,5-bis(trifluoromethyl)-1h-pyrazole-4-yl)benzene"", ""solvent"": ""methanol"", ""temperature_C"": 120.0, ""time_h"": 72.0}","metal=cu(no3)2.3h2o|linker=1,4-bis(3,5-bis(trifluoromethyl)-1h-pyrazole-4-yl)benzene|solvent=methanol",True,False,False,train
2382,10.1039/c3dt32302a,2013.0,"{""M_L_ratio"": 0.59, ""metal_concentration_mM"": 8.0, ""metal_precursor"": ""cu(ch3coo)2.1h2o"", ""modulator"": ""triethylamine"", ""organic_linker"": ""3,3',5,5'-tetraphenyl-1h,1'h-4,4'-bipyrazole"", ""solvent"": ""n,n-diethylformamide and methanol"", ""temperature_C"": 110.0, ""time_h"": 72.0}","metal=cu(ch3coo)2.1h2o|linker=3,3',5,5'-tetraphenyl-1h,1'h-4,4'-bipyrazole|solvent=methanol + n,n-diethylformamide",True,False,False,train
2383,10.1039/c3dt32302a,2013.0,"{""M_L_ratio"": 0.82, ""metal_concentration_mM"": 7.0, ""metal_precursor"": ""cu2o"", ""modulator"": ""aqueous ammonia (28 wt%)"", ""organic_linker"": ""3,3',5,5'-tetraphenyl-1h,1'h-4,4'-bipyrazole"", ""solvent"": ""ethanol"", ""temperature_C"": 25.0, ""time_h"": null}","metal=cu2o|linker=3,3',5,5'-tetraphenyl-1h,1'h-4,4'-bipyrazole|solvent=ethanol",True,False,False,train
2384,10.1039/c3dt32302a,2013.0,"{""M_L_ratio"": 0.5, ""metal_concentration_mM"": 4.0, ""metal_precursor"": ""ag2o"", ""modulator"": ""aqueous ammonia (28 wt%)"", ""organic_linker"": ""3,3',5,5'-tetraphenyl-1h,1'h-4,4'-bipyrazole"", ""solvent"": ""ethanol"", ""temperature_C"": 25.0, ""time_h"": 120.0}","metal=ag2o|linker=3,3',5,5'-tetraphenyl-1h,1'h-4,4'-bipyrazole|solvent=ethanol",True,False,False,train
2385,10.1039/c2dt30649b,2012.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 46.0, ""metal_precursor"": ""al(no3)3.9h2o"", ""modulator"": null, ""organic_linker"": ""2,6-naphthalenedicarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 110.0, ""time_h"": 2.0}","metal=al(no3)3.9h2o|linker=2,6-naphthalenedicarboxylic acid|solvent=dimethylformamide",True,False,False,train
2386,10.1021/jp063074r,2006.0,"{""M_L_ratio"": 1.8, ""metal_concentration_mM"": 300.0, ""metal_precursor"": ""cu(no3)2.3h2o"", ""modulator"": null, ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""water and ethanol"", ""temperature_C"": 120.0, ""time_h"": 12.0}","metal=cu(no3)2.3h2o|linker=benzene-1,3,5-tricarboxylic acid|solvent=ethanol + water",True,False,False,train
2387,10.1021/jp063074r,2006.0,"{""M_L_ratio"": 1.81, ""metal_concentration_mM"": 516.0, ""metal_precursor"": ""cu(no3)2.3h2o"", ""modulator"": null, ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 85.0, ""time_h"": 18.0}","metal=cu(no3)2.3h2o|linker=benzene-1,3,5-tricarboxylic acid|solvent=dimethylformamide + water",True,False,False,train
2388,10.1039/c5cc02606g,2015.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 178.0, ""metal_precursor"": ""nh4)2ce(no3)6"", ""modulator"": null, ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 100.0, ""time_h"": 0.25}",metal=nh4)2ce(no3)6|linker=terephthalic acid|solvent=dimethylformamide + water,True,False,False,holdout
2389,10.1039/c5cc02606g,2015.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 178.0, ""metal_precursor"": ""nh4)2ce(no3)6"", ""modulator"": null, ""organic_linker"": ""fumaric acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 100.0, ""time_h"": 0.25}",metal=nh4)2ce(no3)6|linker=fumaric acid|solvent=dimethylformamide + water,True,False,False,train
2390,10.1039/c5cc02606g,2015.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 178.0, ""metal_precursor"": ""nh4)2ce(no3)6"", ""modulator"": null, ""organic_linker"": ""2,6-naphthalenedicarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 100.0, ""time_h"": 0.25}","metal=nh4)2ce(no3)6|linker=2,6-naphthalenedicarboxylic acid|solvent=dimethylformamide + water",True,False,False,train
2391,10.1039/c5cc02606g,2015.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 178.0, ""metal_precursor"": ""nh4)2ce(no3)6"", ""modulator"": null, ""organic_linker"": ""biphenyl-4,4'-dicarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 100.0, ""time_h"": 0.25}","metal=nh4)2ce(no3)6|linker=biphenyl-4,4'-dicarboxylic acid|solvent=dimethylformamide + water",True,False,False,train
2392,10.1039/c5cc02606g,2015.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 178.0, ""metal_precursor"": ""nh4)2ce(no3)6"", ""modulator"": null, ""organic_linker"": ""2-fluoroterephthalic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 100.0, ""time_h"": 0.25}",metal=nh4)2ce(no3)6|linker=2-fluoroterephthalic acid|solvent=dimethylformamide + water,True,False,False,train
2393,10.1039/c5cc02606g,2015.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 178.0, ""metal_precursor"": ""nh4)2ce(no3)6"", ""modulator"": null, ""organic_linker"": ""2-methylterephthalic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 100.0, ""time_h"": 0.25}",metal=nh4)2ce(no3)6|linker=2-methylterephthalic acid|solvent=dimethylformamide + water,True,False,False,train
2394,10.1039/c5cc02606g,2015.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 178.0, ""metal_precursor"": ""nh4)2ce(no3)6"", ""modulator"": null, ""organic_linker"": ""2-chloroterephthalic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 100.0, ""time_h"": 0.25}",metal=nh4)2ce(no3)6|linker=2-chloroterephthalic acid|solvent=dimethylformamide + water,True,False,False,holdout
2395,10.1039/c5cc02606g,2015.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 178.0, ""metal_precursor"": ""nh4)2ce(no3)6"", ""modulator"": null, ""organic_linker"": ""2-nitroterephthalic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 100.0, ""time_h"": 0.25}",metal=nh4)2ce(no3)6|linker=2-nitroterephthalic acid|solvent=dimethylformamide + water,True,False,False,train
2396,10.1039/c5cc02606g,2015.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 178.0, ""metal_precursor"": ""nh4)2ce(no3)6"", ""modulator"": null, ""organic_linker"": ""1,2,4-benzenetricarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 100.0, ""time_h"": 0.25}","metal=nh4)2ce(no3)6|linker=1,2,4-benzenetricarboxylic acid|solvent=dimethylformamide + water",True,False,False,train
2397,10.1039/c5qi00016e,2015.0,"{""M_L_ratio"": 0.25, ""metal_concentration_mM"": 9.0, ""metal_precursor"": ""ce(no3)3.6h2o"", ""modulator"": null, ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""dimethylformamide and ethanol"", ""temperature_C"": 160.0, ""time_h"": 12.0}","metal=ce(no3)3.6h2o|linker=2,5-pyridinedicarboxylic acid|solvent=dimethylformamide + ethanol",True,False,False,train
2398,10.1039/c5qi00016e,2015.0,"{""M_L_ratio"": 0.25, ""metal_concentration_mM"": 9.0, ""metal_precursor"": ""ce(no3)3.6h2o"", ""modulator"": null, ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""dimethylformamide and ethanol"", ""temperature_C"": 80.0, ""time_h"": 12.0}","metal=ce(no3)3.6h2o|linker=2,5-pyridinedicarboxylic acid|solvent=dimethylformamide + ethanol",True,False,False,train
2399,10.1039/c5qi00016e,2015.0,"{""M_L_ratio"": 0.25, ""metal_concentration_mM"": 9.0, ""metal_precursor"": ""ce(no3)3.6h2o"", ""modulator"": null, ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""dimethylformamide and ethanol"", ""temperature_C"": 100.0, ""time_h"": 12.0}","metal=ce(no3)3.6h2o|linker=2,5-pyridinedicarboxylic acid|solvent=dimethylformamide + ethanol",True,False,False,train
2400,10.1039/c5qi00016e,2015.0,"{""M_L_ratio"": 0.25, ""metal_concentration_mM"": 9.0, ""metal_precursor"": ""ce(no3)3.6h2o"", ""modulator"": null, ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""dimethylformamide and ethanol"", ""temperature_C"": 140.0, ""time_h"": 12.0}","metal=ce(no3)3.6h2o|linker=2,5-pyridinedicarboxylic acid|solvent=dimethylformamide + ethanol",True,False,False,train
2401,10.1039/c5qi00016e,2015.0,"{""M_L_ratio"": 0.25, ""metal_concentration_mM"": 9.0, ""metal_precursor"": ""ce(no3)3.6h2o"", ""modulator"": null, ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""dimethylformamide and ethanol"", ""temperature_C"": 180.0, ""time_h"": 12.0}","metal=ce(no3)3.6h2o|linker=2,5-pyridinedicarboxylic acid|solvent=dimethylformamide + ethanol",True,False,False,train
2402,10.1039/c5qi00016e,2015.0,"{""M_L_ratio"": 0.25, ""metal_concentration_mM"": 2.0, ""metal_precursor"": ""ce(no3)3.6h2o"", ""modulator"": null, ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""dimethylformamide and ethanol"", ""temperature_C"": 160.0, ""time_h"": 12.0}","metal=ce(no3)3.6h2o|linker=2,5-pyridinedicarboxylic acid|solvent=dimethylformamide + ethanol",True,False,False,train
2403,10.1039/c5qi00016e,2015.0,"{""M_L_ratio"": 0.25, ""metal_concentration_mM"": 2.0, ""metal_precursor"": ""ce(no3)3.6h2o"", ""modulator"": null, ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""dimethylformamide and ethanol"", ""temperature_C"": 160.0, ""time_h"": 96.0}","metal=ce(no3)3.6h2o|linker=2,5-pyridinedicarboxylic acid|solvent=dimethylformamide + ethanol",True,False,False,train
2404,10.1039/c5qi00016e,2015.0,"{""M_L_ratio"": 0.25, ""metal_concentration_mM"": 5.0, ""metal_precursor"": ""ce(no3)3.6h2o"", ""modulator"": null, ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""dimethylformamide and ethanol"", ""temperature_C"": 160.0, ""time_h"": 12.0}","metal=ce(no3)3.6h2o|linker=2,5-pyridinedicarboxylic acid|solvent=dimethylformamide + ethanol",True,False,False,train
2405,10.1039/c5qi00016e,2015.0,"{""M_L_ratio"": 0.25, ""metal_concentration_mM"": 7.0, ""metal_precursor"": ""ce(no3)3.6h2o"", ""modulator"": null, ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""dimethylformamide and ethanol"", ""temperature_C"": 160.0, ""time_h"": 12.0}","metal=ce(no3)3.6h2o|linker=2,5-pyridinedicarboxylic acid|solvent=dimethylformamide + ethanol",True,False,False,train
2406,10.1039/c5qi00016e,2015.0,"{""M_L_ratio"": 0.25, ""metal_concentration_mM"": 10.0, ""metal_precursor"": ""ce(no3)3.6h2o"", ""modulator"": null, ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""ethanol and dimethylformamide"", ""temperature_C"": 160.0, ""time_h"": 12.0}","metal=ce(no3)3.6h2o|linker=2,5-pyridinedicarboxylic acid|solvent=dimethylformamide + ethanol",True,False,False,train
2407,10.1039/c5qi00016e,2015.0,"{""M_L_ratio"": 0.25, ""metal_concentration_mM"": 6.0, ""metal_precursor"": ""ce(no3)3.6h2o"", ""modulator"": null, ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 160.0, ""time_h"": 12.0}","metal=ce(no3)3.6h2o|linker=2,5-pyridinedicarboxylic acid|solvent=dimethylformamide",True,False,False,train
2408,10.1039/c5qi00016e,2015.0,"{""M_L_ratio"": 0.25, ""metal_concentration_mM"": 9.0, ""metal_precursor"": ""ce(no3)3.6h2o"", ""modulator"": null, ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""dimethylformamide and ethanol"", ""temperature_C"": 160.0, ""time_h"": 1.0}","metal=ce(no3)3.6h2o|linker=2,5-pyridinedicarboxylic acid|solvent=dimethylformamide + ethanol",True,False,False,train
2409,10.1039/c5qi00016e,2015.0,"{""M_L_ratio"": 0.25, ""metal_concentration_mM"": 9.0, ""metal_precursor"": ""ce(no3)3.6h2o"", ""modulator"": null, ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""dimethylformamide and ethanol"", ""temperature_C"": 160.0, ""time_h"": 1.33333333}","metal=ce(no3)3.6h2o|linker=2,5-pyridinedicarboxylic acid|solvent=dimethylformamide + ethanol",True,False,False,train
2410,10.1039/c5qi00016e,2015.0,"{""M_L_ratio"": 0.25, ""metal_concentration_mM"": 9.0, ""metal_precursor"": ""ce(no3)3.6h2o"", ""modulator"": null, ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""dimethylformamide and ethanol"", ""temperature_C"": 160.0, ""time_h"": 1.5}","metal=ce(no3)3.6h2o|linker=2,5-pyridinedicarboxylic acid|solvent=dimethylformamide + ethanol",True,False,False,train
2411,10.1039/c5qi00016e,2015.0,"{""M_L_ratio"": 0.25, ""metal_concentration_mM"": 9.0, ""metal_precursor"": ""ce(no3)3.6h2o"", ""modulator"": null, ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""dimethylformamide and ethanol"", ""temperature_C"": 160.0, ""time_h"": 24.0}","metal=ce(no3)3.6h2o|linker=2,5-pyridinedicarboxylic acid|solvent=dimethylformamide + ethanol",True,False,False,train
2412,10.1021/ja0752336,2007.0,"{""M_L_ratio"": 3.68, ""metal_concentration_mM"": 141.0, ""metal_precursor"": ""zn(no3)2.4h2o"", ""modulator"": null, ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 130.0, ""time_h"": 4.0}",metal=zn(no3)2.4h2o|linker=terephthalic acid|solvent=dimethylformamide,True,False,False,train
2416,10.1021/ja0752336,2007.0,"{""M_L_ratio"": 3.68, ""metal_concentration_mM"": 146.0, ""metal_precursor"": ""zn(no3)2.4h2o"", ""modulator"": null, ""organic_linker"": ""terephthalic acid"", ""solvent"": ""n,n-diethylformamide"", ""temperature_C"": 120.0, ""time_h"": 12.0}","metal=zn(no3)2.4h2o|linker=terephthalic acid|solvent=n,n-diethylformamide",True,False,False,train
2417,10.1021/ja0752336,2007.0,"{""M_L_ratio"": 3.68, ""metal_concentration_mM"": 146.0, ""metal_precursor"": ""zn(no3)2.4h2o"", ""modulator"": null, ""organic_linker"": ""terephthalic acid"", ""solvent"": ""n,n-diethylformamide"", ""temperature_C"": 25.0, ""time_h"": 720.0}","metal=zn(no3)2.4h2o|linker=terephthalic acid|solvent=n,n-diethylformamide",True,False,False,train
2418,10.1039/c8sc05441j,2019.0,"{""M_L_ratio"": 0.91, ""metal_concentration_mM"": 56.0, ""metal_precursor"": ""zrcl4"", ""modulator"": null, ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 120.0, ""time_h"": 24.0}",metal=zrcl4|linker=terephthalic acid|solvent=dimethylformamide + water,True,False,False,train
2419,10.1039/c8sc05441j,2019.0,"{""M_L_ratio"": 0.94, ""metal_concentration_mM"": 59.0, ""metal_precursor"": ""zrcl4"", ""modulator"": ""acetic acid"", ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 120.0, ""time_h"": 24.0}",metal=zrcl4|linker=terephthalic acid|solvent=dimethylformamide + water,True,False,False,train
2420,10.1039/c8sc05441j,2019.0,"{""M_L_ratio"": 0.91, ""metal_concentration_mM"": 71.0, ""metal_precursor"": ""zrcl4"", ""modulator"": ""acetic acid"", ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 120.0, ""time_h"": 24.0}",metal=zrcl4|linker=terephthalic acid|solvent=dimethylformamide + water,True,False,False,train
2421,10.1039/c8sc05441j,2019.0,"{""M_L_ratio"": 0.98, ""metal_concentration_mM"": 62.0, ""metal_precursor"": ""zrcl4"", ""modulator"": ""acetic acid"", ""organic_linker"": ""2-aminoterephthalic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 120.0, ""time_h"": 24.0}",metal=zrcl4|linker=2-aminoterephthalic acid|solvent=dimethylformamide + water,True,False,False,train
2422,10.1039/c8sc05441j,2019.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 57.0, ""metal_precursor"": ""hfcl4"", ""modulator"": ""acetic acid"", ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 120.0, ""time_h"": 24.0}",metal=hfcl4|linker=terephthalic acid|solvent=dimethylformamide + water,True,False,False,holdout
2423,10.1002/cssc.202201535,2022.0,"{""M_L_ratio"": 0.17, ""metal_concentration_mM"": 206.0, ""metal_precursor"": ""co(no3)2.6h2o"", ""modulator"": null, ""organic_linker"": ""2-methylimidazole"", ""solvent"": ""methanol"", ""temperature_C"": 25.0, ""time_h"": 24.0}",metal=co(no3)2.6h2o|linker=2-methylimidazole|solvent=methanol,True,False,False,train
2424,10.1039/c3ce41253a,2013.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""srcl2"", ""modulator"": ""dabco"", ""organic_linker"": ""biphenyl-4,4'-dicarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 150.0, ""time_h"": 16.0}","metal=srcl2|linker=biphenyl-4,4'-dicarboxylic acid|solvent=dimethylformamide",True,False,False,train
2425,10.1039/c3ce41253a,2013.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""cacl2"", ""modulator"": ""dabco"", ""organic_linker"": ""biphenyl-4,4'-dicarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 150.0, ""time_h"": 16.0}","metal=cacl2|linker=biphenyl-4,4'-dicarboxylic acid|solvent=dimethylformamide",True,False,False,train
2426,10.1039/c3ce41253a,2013.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""mgcl2"", ""modulator"": ""dabco"", ""organic_linker"": ""biphenyl-4,4'-dicarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 8.0}","metal=mgcl2|linker=biphenyl-4,4'-dicarboxylic acid|solvent=dimethylformamide",True,False,False,train
2427,10.1039/c4ra11652f,2014.0,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 25.0, ""metal_precursor"": ""cu(no3)2.3h2o"", ""modulator"": null, ""organic_linker"": ""1,4-bis(imidazol-1-ylmethyl)benzene"", ""solvent"": ""methanol and water"", ""temperature_C"": 160.0, ""time_h"": 96.0}","metal=cu(no3)2.3h2o|linker=1,4-bis(imidazol-1-ylmethyl)benzene|solvent=methanol + water",True,False,False,train
2428,10.1039/c4ra11652f,2014.0,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 25.0, ""metal_precursor"": ""cu(no3)2.3h2o"", ""modulator"": null, ""organic_linker"": ""1,4-bis(2-methylimidazol-1-ylmethyl)benzene"", ""solvent"": ""methanol and water"", ""temperature_C"": 160.0, ""time_h"": 96.0}","metal=cu(no3)2.3h2o|linker=1,4-bis(2-methylimidazol-1-ylmethyl)benzene|solvent=methanol + water",True,False,False,train
2429,10.1039/c4ra11652f,2014.0,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 25.0, ""metal_precursor"": ""cu(no3)2.3h2o"", ""modulator"": null, ""organic_linker"": ""1,4-bis(2-methylimidazol-1-ylmethyl)benzene"", ""solvent"": ""ethanol and water"", ""temperature_C"": 160.0, ""time_h"": 96.0}","metal=cu(no3)2.3h2o|linker=1,4-bis(2-methylimidazol-1-ylmethyl)benzene|solvent=ethanol + water",True,False,False,train
2430,10.1039/c4ra11652f,2014.0,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 25.0, ""metal_precursor"": ""cu(no3)2.3h2o"", ""modulator"": null, ""organic_linker"": ""4,4'-bis(1-imidazolyl-1-ylmethyl)biphenyl"", ""solvent"": ""methanol and water"", ""temperature_C"": 160.0, ""time_h"": 96.0}","metal=cu(no3)2.3h2o|linker=4,4'-bis(1-imidazolyl-1-ylmethyl)biphenyl|solvent=methanol + water",True,False,False,train
