source_row_id,doi_norm,publication_year,condition_key,cluster_key,is_success,is_forced_condition,is_forced_representative,split
81,10.1021/ja905690t,2009,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""sr(ch3coo)2"", ""modulator"": null, ""organic_linker"": ""l-tartaric acid"", ""solvent"": ""water"", ""temperature_C"": 25.0, ""time_h"": 144.0}",metal=sr(ch3coo)2|linker=l-tartaric acid|solvent=water,True,False,False,train
82,10.1021/ja905690t,2009,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""sr(ch3coo)2"", ""modulator"": null, ""organic_linker"": ""l-tartaric acid"", ""solvent"": ""water"", ""temperature_C"": 60.0, ""time_h"": 48.0}",metal=sr(ch3coo)2|linker=l-tartaric acid|solvent=water,True,False,False,train
84,10.1021/ja905690t,2009,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""sr(ch3coo)2"", ""modulator"": null, ""organic_linker"": ""l-tartaric acid"", ""solvent"": ""water"", ""temperature_C"": 150.0, ""time_h"": 48.0}",metal=sr(ch3coo)2|linker=l-tartaric acid|solvent=water,True,False,False,train
85,10.1021/ja905690t,2009,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""sr(ch3coo)2"", ""modulator"": null, ""organic_linker"": ""d,l-tartaric acid"", ""solvent"": ""water"", ""temperature_C"": 100.0, ""time_h"": 48.0}","metal=sr(ch3coo)2|linker=d,l-tartaric acid|solvent=water",True,False,False,train
86,10.1021/ja905690t,2009,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""sr(ch3coo)2"", ""modulator"": null, ""organic_linker"": ""meso-tartaric acid hydrate"", ""solvent"": ""water"", ""temperature_C"": 125.0, ""time_h"": 48.0}",metal=sr(ch3coo)2|linker=meso-tartaric acid hydrate|solvent=water,True,False,False,train
87,10.1021/ja905690t,2009,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""ba(ch3coo)2"", ""modulator"": null, ""organic_linker"": ""l-tartaric acid"", ""solvent"": ""water"", ""temperature_C"": 25.0, ""time_h"": 24.0}",metal=ba(ch3coo)2|linker=l-tartaric acid|solvent=water,True,False,False,train
88,10.1021/ja905690t,2009,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 12.0, ""metal_precursor"": ""ba(ch3coo)2"", ""modulator"": null, ""organic_linker"": ""d,l-tartaric acid"", ""solvent"": ""water"", ""temperature_C"": 25.0, ""time_h"": 48.0}","metal=ba(ch3coo)2|linker=d,l-tartaric acid|solvent=water",True,False,False,train
90,10.1021/ja905690t,2009,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""ba(ch3coo)2"", ""modulator"": null, ""organic_linker"": ""d,l-tartaric acid"", ""solvent"": ""water"", ""temperature_C"": 60.0, ""time_h"": 48.0}","metal=ba(ch3coo)2|linker=d,l-tartaric acid|solvent=water",True,False,False,train
91,10.1021/ja905690t,2009,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""ba(ch3coo)2"", ""modulator"": null, ""organic_linker"": ""meso-tartaric acid hydrate"", ""solvent"": ""water"", ""temperature_C"": 100.0, ""time_h"": 48.0}",metal=ba(ch3coo)2|linker=meso-tartaric acid hydrate|solvent=water,True,False,False,train
92,10.1002/ejic.201301010,2013,"{""M_L_ratio"": 0.67, ""metal_concentration_mM"": 20.0, ""metal_precursor"": ""y(no3)3.6h2o"", ""modulator"": null, ""organic_linker"": ""2,2'-bipyridine-5,5'-dicarboxylate"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 120.0, ""time_h"": 72.0}","metal=y(no3)3.6h2o|linker=2,2'-bipyridine-5,5'-dicarboxylate|solvent=dimethylformamide + water",True,False,False,train
93,10.1002/anie.202000299,2020,"{""M_L_ratio"": 0.33, ""metal_concentration_mM"": 67.0, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": null, ""organic_linker"": ""pyrimidin-2-ol"", ""solvent"": ""water"", ""temperature_C"": 25.0, ""time_h"": 0.5}",metal=zn(no3)2.6h2o|linker=pyrimidin-2-ol|solvent=water,True,False,False,train
94,10.1002/anie.202000299,2020,"{""M_L_ratio"": 0.33, ""metal_concentration_mM"": 67.0, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": ""histidine"", ""organic_linker"": ""pyrimidin-2-ol"", ""solvent"": ""water"", ""temperature_C"": 25.0, ""time_h"": 0.5}",metal=zn(no3)2.6h2o|linker=pyrimidin-2-ol|solvent=water,True,False,False,train
97,10.1002/anie.202000299,2020,"{""M_L_ratio"": 0.33, ""metal_concentration_mM"": 67.0, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": ""2-methyl imidazole"", ""organic_linker"": ""pyrimidin-2-ol"", ""solvent"": ""water"", ""temperature_C"": 25.0, ""time_h"": 0.5}",metal=zn(no3)2.6h2o|linker=pyrimidin-2-ol|solvent=water,True,False,False,train
98,10.1002/cctc.201402546,2014,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 17.0, ""metal_precursor"": ""zrcl4"", ""modulator"": ""acetic acid and water"", ""organic_linker"": ""2,6-naphthalenedicarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 24.0}","metal=zrcl4|linker=2,6-naphthalenedicarboxylic acid|solvent=dimethylformamide",True,False,False,train
100,10.1002/cctc.201402546,2014,"{""M_L_ratio"": 1.54, ""metal_concentration_mM"": 17.0, ""metal_precursor"": ""zrcl4"", ""modulator"": ""acetic acid and water"", ""organic_linker"": ""2,6-naphthalenedicarboxylic acid and 4-aminonaphthalene-2,6-dicarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 24.0}","metal=zrcl4|linker=2,6-naphthalenedicarboxylic acid + 4-aminonaphthalene-2,6-dicarboxylic acid|solvent=dimethylformamide",True,False,False,train
101,10.1039/c3dt53167h,2014,"{""M_L_ratio"": 0.62, ""metal_concentration_mM"": 14.0, ""metal_precursor"": ""al2(so4)3.18h2o"", ""modulator"": null, ""organic_linker"": ""(2,4,6-trimethylbenzene-1,3,5-triyl)tris(methylene)triphosphonic acid"", ""solvent"": ""ethanol and water"", ""temperature_C"": 140.0, ""time_h"": 72.0}","metal=al2(so4)3.18h2o|linker=(2,4,6-trimethylbenzene-1,3,5-triyl)tris(methylene)triphosphonic acid|solvent=ethanol + water",True,False,False,train
102,10.1021/cg401825f,2014,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 50.0, ""metal_precursor"": ""la(no3)3"", ""modulator"": ""bis(2,2'-biimidazole)"", ""organic_linker"": ""1,4-naphthalenedicarboxylic acid"", ""solvent"": ""water"", ""temperature_C"": 120.0, ""time_h"": 72.0}","metal=la(no3)3|linker=1,4-naphthalenedicarboxylic acid|solvent=water",True,False,False,train
103,10.1021/cg401825f,2014,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 50.0, ""metal_precursor"": ""pr(no3)3"", ""modulator"": ""bis(2,2'-biimidazole)"", ""organic_linker"": ""1,4-naphthalenedicarboxylic acid"", ""solvent"": ""water"", ""temperature_C"": 120.0, ""time_h"": 72.0}","metal=pr(no3)3|linker=1,4-naphthalenedicarboxylic acid|solvent=water",True,False,False,train
104,10.1021/cg401825f,2014,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 50.0, ""metal_precursor"": ""sm(no3)3"", ""modulator"": ""bis(2,2'-biimidazole)"", ""organic_linker"": ""1,4-naphthalenedicarboxylic acid"", ""solvent"": ""water"", ""temperature_C"": 120.0, ""time_h"": 72.0}","metal=sm(no3)3|linker=1,4-naphthalenedicarboxylic acid|solvent=water",True,False,False,train
105,10.1021/cg401825f,2014,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 50.0, ""metal_precursor"": ""eu(no3)3"", ""modulator"": ""bis(2,2'-biimidazole)"", ""organic_linker"": ""1,4-naphthalenedicarboxylic acid"", ""solvent"": ""water"", ""temperature_C"": 120.0, ""time_h"": 72.0}","metal=eu(no3)3|linker=1,4-naphthalenedicarboxylic acid|solvent=water",True,False,False,holdout
106,10.1021/cg401825f,2014,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 50.0, ""metal_precursor"": ""gd(no3)3"", ""modulator"": ""bis(2,2'-biimidazole)"", ""organic_linker"": ""1,4-naphthalenedicarboxylic acid"", ""solvent"": ""water"", ""temperature_C"": 120.0, ""time_h"": 72.0}","metal=gd(no3)3|linker=1,4-naphthalenedicarboxylic acid|solvent=water",True,False,False,train
107,10.1021/cg401825f,2014,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 50.0, ""metal_precursor"": ""tb(no3)3"", ""modulator"": ""bis(2,2'-biimidazole)"", ""organic_linker"": ""1,4-naphthalenedicarboxylic acid"", ""solvent"": ""water"", ""temperature_C"": 120.0, ""time_h"": 72.0}","metal=tb(no3)3|linker=1,4-naphthalenedicarboxylic acid|solvent=water",True,False,False,holdout
108,10.1021/cg401825f,2014,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 50.0, ""metal_precursor"": ""dy(no3)3"", ""modulator"": ""bis(2,2'-biimidazole)"", ""organic_linker"": ""1,4-naphthalenedicarboxylic acid"", ""solvent"": ""water"", ""temperature_C"": 120.0, ""time_h"": 72.0}","metal=dy(no3)3|linker=1,4-naphthalenedicarboxylic acid|solvent=water",True,False,False,train
109,10.1021/cg401825f,2014,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 50.0, ""metal_precursor"": ""er(no3)3"", ""modulator"": ""bis(2,2'-biimidazole)"", ""organic_linker"": ""1,4-naphthalenedicarboxylic acid"", ""solvent"": ""water"", ""temperature_C"": 120.0, ""time_h"": 72.0}","metal=er(no3)3|linker=1,4-naphthalenedicarboxylic acid|solvent=water",True,False,False,train
110,10.1039/c2ce25081k,2012,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 29.0, ""metal_precursor"": ""cu(clo4)2.6h2o"", ""modulator"": ""triethylamine"", ""organic_linker"": ""2-p-methoxyphenyl-1h-imidazole-4,5-dicarboxylic acid"", ""solvent"": ""water and methanol"", ""temperature_C"": 150.0, ""time_h"": 96.0}","metal=cu(clo4)2.6h2o|linker=2-p-methoxyphenyl-1h-imidazole-4,5-dicarboxylic acid|solvent=methanol + water",True,False,False,train
111,10.1039/c2ce25081k,2012,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 14.0, ""metal_precursor"": ""zn(ch3coo)2.2h2o"", ""modulator"": ""triethylamine"", ""organic_linker"": ""2-p-methoxyphenyl-1h-imidazole-4,5-dicarboxylic acid and 2,2'-bipyridine"", ""solvent"": ""ethanol and water"", ""temperature_C"": 160.0, ""time_h"": 72.0}","metal=zn(ch3coo)2.2h2o|linker=2,2'-bipyridine + 2-p-methoxyphenyl-1h-imidazole-4,5-dicarboxylic acid|solvent=ethanol + water",True,False,False,train
112,10.1039/c2ce25081k,2012,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 29.0, ""metal_precursor"": ""co(no3)2.6h2o"", ""modulator"": ""triethylamine"", ""organic_linker"": ""2-p-methoxyphenyl-1h-imidazole-4,5-dicarboxylic acid and 2,2'-bipyridine"", ""solvent"": ""ethanol and water"", ""temperature_C"": 160.0, ""time_h"": 72.0}","metal=co(no3)2.6h2o|linker=2,2'-bipyridine + 2-p-methoxyphenyl-1h-imidazole-4,5-dicarboxylic acid|solvent=ethanol + water",True,False,False,holdout
113,10.1039/c2ce25081k,2012,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 29.0, ""metal_precursor"": ""co(no3)2.6h2o"", ""modulator"": ""triethylamine"", ""organic_linker"": ""2-p-methoxyphenyl-1h-imidazole-4,5-dicarboxylic acid and 1,10-phenanthroline"", ""solvent"": ""ethanol and water"", ""temperature_C"": 160.0, ""time_h"": 72.0}","metal=co(no3)2.6h2o|linker=1,10-phenanthroline + 2-p-methoxyphenyl-1h-imidazole-4,5-dicarboxylic acid|solvent=ethanol + water",True,False,False,train
114,10.1039/c2ce25081k,2012,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 14.0, ""metal_precursor"": ""cocl2.6h2o"", ""modulator"": null, ""organic_linker"": ""2-p-methoxyphenyl-1h-imidazole-4,5-dicarboxylic acid and pyridine"", ""solvent"": ""water"", ""temperature_C"": 160.0, ""time_h"": 72.0}","metal=cocl2.6h2o|linker=2-p-methoxyphenyl-1h-imidazole-4,5-dicarboxylic acid + pyridine|solvent=water",True,False,False,train
115,10.1021/acs.inorgchem.9b01408,2019,"{""M_L_ratio"": 0.33, ""metal_concentration_mM"": 400.0, ""metal_precursor"": ""hfcl4"", ""modulator"": ""acetic acid"", ""organic_linker"": ""acetylenedicarboxylic acid"", ""solvent"": ""water"", ""temperature_C"": 85.0, ""time_h"": 6.0}",metal=hfcl4|linker=acetylenedicarboxylic acid|solvent=water,True,False,False,train
116,10.1021/acs.inorgchem.9b01408,2019,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 400.0, ""metal_precursor"": ""hfcl4"", ""modulator"": ""acetic acid"", ""organic_linker"": ""acetylenedicarboxylic acid"", ""solvent"": ""water"", ""temperature_C"": 85.0, ""time_h"": 6.0}",metal=hfcl4|linker=acetylenedicarboxylic acid|solvent=water,True,False,False,train
117,10.1021/ic500234r,2014,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 10.0, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": null, ""organic_linker"": ""biphenyl-4,4'-dicarboxylic acid and 4,4'-azobipyridine"", ""solvent"": ""dimethylformamide and ethanol"", ""temperature_C"": 80.0, ""time_h"": 72.0}","metal=zn(no3)2.6h2o|linker=4,4'-azobipyridine + biphenyl-4,4'-dicarboxylic acid|solvent=dimethylformamide + ethanol",True,False,False,holdout
118,10.1021/ic500234r,2014,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 10.0, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": null, ""organic_linker"": ""biphenyl-4,4'-dicarboxylic acid and 4,4'-azobipyridine"", ""solvent"": ""n,n-diethylformamide and 2-methoxyethanol"", ""temperature_C"": 120.0, ""time_h"": 72.0}","metal=zn(no3)2.6h2o|linker=4,4'-azobipyridine + biphenyl-4,4'-dicarboxylic acid|solvent=2-methoxyethanol + n,n-diethylformamide",True,False,False,train
119,10.1021/ic500234r,2014,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 10.0, ""metal_precursor"": ""zn(ch3coo)2.2h2o"", ""modulator"": null, ""organic_linker"": ""biphenyl-4,4'-dicarboxylic acid and 4,4'-azobipyridine"", ""solvent"": ""dimethylformamide and ethanol"", ""temperature_C"": 80.0, ""time_h"": 72.0}","metal=zn(ch3coo)2.2h2o|linker=4,4'-azobipyridine + biphenyl-4,4'-dicarboxylic acid|solvent=dimethylformamide + ethanol",True,False,False,train
120,10.1002/ejic.201500133,2015,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 143.0, ""metal_precursor"": ""zrcl4"", ""modulator"": ""water"", ""organic_linker"": ""trans,trans-muconic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 150.0, ""time_h"": 24.0}","metal=zrcl4|linker=trans,trans-muconic acid|solvent=dimethylformamide",True,False,False,train
121,10.1002/ejic.201500133,2015,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 143.0, ""metal_precursor"": ""zrcl4"", ""modulator"": ""concentrated hydrochloric acid"", ""organic_linker"": ""trans,trans-muconic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 150.0, ""time_h"": 24.0}","metal=zrcl4|linker=trans,trans-muconic acid|solvent=dimethylformamide",True,False,False,train
122,10.1039/c7dt01084b,2017,"{""M_L_ratio"": 1.01, ""metal_concentration_mM"": 59.0, ""metal_precursor"": ""zrcl4"", ""modulator"": ""hydrochloric acid (37%, 12 m)"", ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 24.0}",metal=zrcl4|linker=terephthalic acid|solvent=dimethylformamide,True,False,False,train
123,10.1039/c7dt01084b,2017,"{""M_L_ratio"": 0.99, ""metal_concentration_mM"": 125.0, ""metal_precursor"": ""zrcl4"", ""modulator"": ""acetic acid"", ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""water"", ""temperature_C"": 100.0, ""time_h"": 24.0}","metal=zrcl4|linker=2,5-pyridinedicarboxylic acid|solvent=water",True,False,False,train
124,10.1039/c7dt01084b,2017,"{""M_L_ratio"": 0.99, ""metal_concentration_mM"": 167.0, ""metal_precursor"": ""zrcl4"", ""modulator"": ""acetic acid"", ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""water"", ""temperature_C"": 100.0, ""time_h"": 24.0}","metal=zrcl4|linker=2,5-pyridinedicarboxylic acid|solvent=water",True,False,False,train
125,10.1039/c7dt01084b,2017,"{""M_L_ratio"": 0.99, ""metal_concentration_mM"": 250.0, ""metal_precursor"": ""zrcl4"", ""modulator"": ""acetic acid"", ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""water"", ""temperature_C"": 100.0, ""time_h"": 24.0}","metal=zrcl4|linker=2,5-pyridinedicarboxylic acid|solvent=water",True,False,False,train
126,10.1039/c7dt01084b,2017,"{""M_L_ratio"": 0.99, ""metal_concentration_mM"": 500.0, ""metal_precursor"": ""zrcl4"", ""modulator"": ""acetic acid"", ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""water"", ""temperature_C"": 100.0, ""time_h"": 24.0}","metal=zrcl4|linker=2,5-pyridinedicarboxylic acid|solvent=water",True,False,False,train
127,10.1039/c7dt01084b,2017,"{""M_L_ratio"": 0.99, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""zrcl4"", ""modulator"": null, ""organic_linker"": ""2,5-pyridinedicarboxylic acid"", ""solvent"": ""acetic acid"", ""temperature_C"": 100.0, ""time_h"": 24.0}","metal=zrcl4|linker=2,5-pyridinedicarboxylic acid|solvent=acetic acid",True,False,False,train
128,10.1021/acs.cgd.9b00611,2019,"{""M_L_ratio"": 2.13, ""metal_concentration_mM"": 73.0, ""metal_precursor"": ""incl3"", ""modulator"": ""spirocyclic piperidinium chloride"", ""organic_linker"": ""4,4',4″-benzene-1,3,5-triyl-tribenzoic acid"", ""solvent"": ""dimethylformamide and 1,4-dioxane"", ""temperature_C"": 120.0, ""time_h"": 24.0}","metal=incl3|linker=4,4',4″-benzene-1,3,5-triyl-tribenzoic acid|solvent=1,4-dioxane + dimethylformamide",True,False,False,train
129,10.1021/acs.cgd.9b00611,2019,"{""M_L_ratio"": 2.13, ""metal_concentration_mM"": 73.0, ""metal_precursor"": ""incl3"", ""modulator"": ""spirocyclic piperidinium bromide"", ""organic_linker"": ""4,4',4″-benzene-1,3,5-triyl-tribenzoic acid"", ""solvent"": ""dimethylformamide and 1,4-dioxane"", ""temperature_C"": 120.0, ""time_h"": 24.0}","metal=incl3|linker=4,4',4″-benzene-1,3,5-triyl-tribenzoic acid|solvent=1,4-dioxane + dimethylformamide",True,False,False,train
130,10.1021/acs.cgd.9b00611,2019,"{""M_L_ratio"": 2.13, ""metal_concentration_mM"": 73.0, ""metal_precursor"": ""incl3"", ""modulator"": ""spirocyclic morpholinium bromide"", ""organic_linker"": ""4,4',4″-benzene-1,3,5-triyl-tribenzoic acid"", ""solvent"": ""dimethylformamide and 1,4-dioxane"", ""temperature_C"": 120.0, ""time_h"": 24.0}","metal=incl3|linker=4,4',4″-benzene-1,3,5-triyl-tribenzoic acid|solvent=1,4-dioxane + dimethylformamide",True,False,False,train
131,10.1021/acs.cgd.9b00611,2019,"{""M_L_ratio"": 2.13, ""metal_concentration_mM"": 73.0, ""metal_precursor"": ""incl3"", ""modulator"": ""tetraethylammonium chloride"", ""organic_linker"": ""4,4',4″-benzene-1,3,5-triyl-tribenzoic acid"", ""solvent"": ""dimethylformamide and 1,4-dioxane"", ""temperature_C"": 120.0, ""time_h"": 24.0}","metal=incl3|linker=4,4',4″-benzene-1,3,5-triyl-tribenzoic acid|solvent=1,4-dioxane + dimethylformamide",True,False,False,train
132,10.1002/chem.202402363,2024,"{""M_L_ratio"": 4.77, ""metal_concentration_mM"": 207.0, ""metal_precursor"": ""y(no3)3"", ""modulator"": ""2,6-difluorobenzoic acid and trifluoroacetic acid"", ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 130.0, ""time_h"": 120.0}","metal=y(no3)3|linker=benzene-1,3,5-tricarboxylic acid|solvent=dimethylformamide",True,False,False,train
133,10.1002/chem.202402363,2024,"{""M_L_ratio"": 4.77, ""metal_concentration_mM"": 207.0, ""metal_precursor"": ""lu(no3)3"", ""modulator"": ""2,6-difluorobenzoic acid and trifluoroacetic acid"", ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 130.0, ""time_h"": 120.0}","metal=lu(no3)3|linker=benzene-1,3,5-tricarboxylic acid|solvent=dimethylformamide",True,False,False,train
134,10.1002/chem.202402363,2024,"{""M_L_ratio"": 4.77, ""metal_concentration_mM"": 207.0, ""metal_precursor"": ""yb(no3)3"", ""modulator"": ""2,6-difluorobenzoic acid and trifluoroacetic acid"", ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 130.0, ""time_h"": 120.0}","metal=yb(no3)3|linker=benzene-1,3,5-tricarboxylic acid|solvent=dimethylformamide",True,False,False,train
135,10.1002/chem.202402363,2024,"{""M_L_ratio"": 4.77, ""metal_concentration_mM"": 207.0, ""metal_precursor"": ""tm(no3)3"", ""modulator"": ""2,6-difluorobenzoic acid and trifluoroacetic acid"", ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 130.0, ""time_h"": 120.0}","metal=tm(no3)3|linker=benzene-1,3,5-tricarboxylic acid|solvent=dimethylformamide",True,False,False,train
136,10.1002/chem.202402363,2024,"{""M_L_ratio"": 4.77, ""metal_concentration_mM"": 207.0, ""metal_precursor"": ""er(no3)3"", ""modulator"": ""2,6-difluorobenzoic acid and trifluoroacetic acid"", ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 130.0, ""time_h"": 120.0}","metal=er(no3)3|linker=benzene-1,3,5-tricarboxylic acid|solvent=dimethylformamide",True,False,False,train
137,10.1002/chem.202402363,2024,"{""M_L_ratio"": 4.77, ""metal_concentration_mM"": 207.0, ""metal_precursor"": ""ho(no3)3"", ""modulator"": ""2,6-difluorobenzoic acid and trifluoroacetic acid"", ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 130.0, ""time_h"": 120.0}","metal=ho(no3)3|linker=benzene-1,3,5-tricarboxylic acid|solvent=dimethylformamide",True,False,False,train
138,10.1002/chem.202402363,2024,"{""M_L_ratio"": 4.77, ""metal_concentration_mM"": 207.0, ""metal_precursor"": ""dy(no3)3"", ""modulator"": ""2,6-difluorobenzoic acid and trifluoroacetic acid"", ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 130.0, ""time_h"": 120.0}","metal=dy(no3)3|linker=benzene-1,3,5-tricarboxylic acid|solvent=dimethylformamide",True,False,False,train
139,10.1002/chem.202402363,2024,"{""M_L_ratio"": 4.77, ""metal_concentration_mM"": 207.0, ""metal_precursor"": ""tb(no3)3"", ""modulator"": ""2,6-difluorobenzoic acid and trifluoroacetic acid"", ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 130.0, ""time_h"": 120.0}","metal=tb(no3)3|linker=benzene-1,3,5-tricarboxylic acid|solvent=dimethylformamide",True,False,False,holdout
140,10.1002/chem.202402363,2024,"{""M_L_ratio"": 4.77, ""metal_concentration_mM"": 207.0, ""metal_precursor"": ""gd(no3)3"", ""modulator"": ""2,6-difluorobenzoic acid and trifluoroacetic acid"", ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 130.0, ""time_h"": 120.0}","metal=gd(no3)3|linker=benzene-1,3,5-tricarboxylic acid|solvent=dimethylformamide",True,False,False,train
141,10.1002/chem.202402363,2024,"{""M_L_ratio"": 3.85, ""metal_concentration_mM"": 250.0, ""metal_precursor"": ""eu(no3)3"", ""modulator"": ""2,6-difluorobenzoic acid and trifluoroacetic acid"", ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 130.0, ""time_h"": 120.0}","metal=eu(no3)3|linker=benzene-1,3,5-tricarboxylic acid|solvent=dimethylformamide",True,False,False,train
142,10.1021/cg070144q,2007,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 33.0, ""metal_precursor"": ""cu(no3)2.3h2o"", ""modulator"": ""benzimidazole"", ""organic_linker"": ""1,3-benzenedicarboxylate acid"", ""solvent"": ""dimethylformamide and ethanol"", ""temperature_C"": 25.0, ""time_h"": 144.0}","metal=cu(no3)2.3h2o|linker=1,3-benzenedicarboxylate acid|solvent=dimethylformamide + ethanol",True,False,False,train
144,10.1039/c5ra10799g,2015,"{""M_L_ratio"": 0.67, ""metal_concentration_mM"": 3.0, ""metal_precursor"": ""nd(no3)3.6h2o"", ""modulator"": null, ""organic_linker"": ""2,6-naphthalenedicarboxylic acid"", ""solvent"": ""n,n-dimethylacetamide"", ""temperature_C"": 25.0, ""time_h"": 2160.0}","metal=nd(no3)3.6h2o|linker=2,6-naphthalenedicarboxylic acid|solvent=n,n-dimethylacetamide",True,False,False,train
146,10.1021/acs.cgd.6b01732,2017,"{""M_L_ratio"": 0.5, ""metal_concentration_mM"": 5.0, ""metal_precursor"": ""cu(no3)2.1h2o"", ""modulator"": null, ""organic_linker"": ""tetracarboxylic meta-substituted four-wall aryl-extended calix[4]pyrrole"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 100.0, ""time_h"": 24.0}",metal=cu(no3)2.1h2o|linker=tetracarboxylic meta-substituted four-wall aryl-extended calix[4]pyrrole|solvent=dimethylformamide,False,False,False,train
147,10.1021/acsami.5c01476,2025,"{""M_L_ratio"": 1.42, ""metal_concentration_mM"": 203.0, ""metal_precursor"": ""fecl3.6h2o"", ""modulator"": null, ""organic_linker"": ""2-aminoterephthalic acid"", ""solvent"": ""ethanol"", ""temperature_C"": 25.0, ""time_h"": 12.0}",metal=fecl3.6h2o|linker=2-aminoterephthalic acid|solvent=ethanol,False,False,False,train
148,10.1016/j.cattod.2006.09.003,2007,"{""M_L_ratio"": 2.92, ""metal_concentration_mM"": 380.0, ""metal_precursor"": ""fecl2.4h2o"", ""modulator"": null, ""organic_linker"": ""2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 100.0, ""time_h"": 6.0}","metal=fecl2.4h2o|linker=2,3,5,6-tetrafluorobenzene-1,4-dicarboxylic acid|solvent=dimethylformamide + water",False,False,False,train
